userId,Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,
1,1, ,,,Drama,,,J.S. Randhawa,Manmauji,Birbal,Rajendra Bhatia,
3,3,#Gadhvi (He thought he was Gandhi),-2019,109 min,Drama,7,8,Gaurav Bakshi,Rasika Dugal,Vivek Ghamande,Arvind Jangid,
5,5,#Homecoming,-2021,90 min,"Drama, Musical",,,Soumyajit Majumdar,Sayani Gupta,Plabita Borthakur,Roy Angana,
6,6,#Yaaram,-2019,110 min,"Comedy, Romance",4.4,35,Ovais Khan,Prateik,Ishita Raj,Siddhant Kapoor,
8,8,...And Once Again,-2010,105 min,Drama,,,Amol Palekar,Rajat Kapoor,Rituparna Sengupta,Antara Mali,
9,9,...Aur Pyaar Ho Gaya,-1997,147 min,"Comedy, Drama, Musical",4.7,827,Rahul Rawail,Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,
10,10,...Yahaan,-2005,142 min,"Drama, Romance, War",7.4,"1,086",Shoojit Sircar,Jimmy Sheirgill,Minissha Lamba,Yashpal Sharma,
11,11,.in for Motion,-2008,59 min,Documentary,,,Anirban Datta,,,,
12,12,?: A Question Mark,-2012,82 min,"Horror, Mystery, Thriller",5.6,326,Allyson Patel,Yash Dave,Muntazir Ahmad,Kiran Bhatia,
13,13,@Andheri,-2014,116 min,"Action, Crime, Thriller",4,11,Biju Bhaskar Nair,Augustine,Fathima Babu,Byon,
15,15,1:1.6 An Ode to Lost Love,-2004,96 min,Drama,6.2,17,Madhu Ambat,Rati Agnihotri,Gulshan Grover,Atul Kulkarni,
18,18,1:13:7 Ek Tera Saath,-2016,120 min,Horror,5.9,59,Arshad Siddiqui,Pankaj Berry,Anubhav Dhir,Hritu Dudani,
21,21,100 Days,-1991,161 min,"Horror, Romance, Thriller",6.5,983,Partho Ghosh,Jackie Shroff,Madhuri Dixit,Javed Jaffrey,
22,22,100% Love,-2012,166 min,"Comedy, Drama, Romance",5.7,512,Rabi Kinagi,Jeet,Koyel Mallick,Sujoy Ghosh,
25,25,101 Ratein,-1990,,Thriller,,,Harish,Saraswati,Disco Shanti,,
28,28,102 Not Out,-2018,102 min,"Comedy, Drama",7.4,"6,619",Umesh Shukla,Amitabh Bachchan,Rishi Kapoor,Vijay Raaz,
30,30,108 Limited,,,,,,Anand Anddy,Vijay Raaz,Sanjay Mishra,Brahmanandam,
32,32,108 Teerthyatra,-1987,,"Comedy, Drama, Fantasy",,,Rajpati,Pravin Anand,Nayan Bhatt,Jeetu,
33,33,10ml LOVE,-2010,87 min,"Comedy, Drama, Romance",6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,
34,34,11 O'Clock,-1948,,,,,Homi Wadia,Aftab,Sayani Atish,Austin Ki Bachchi,
36,36,12 Bulbule,-2021,,"Comedy, Drama, Family",,,Jagat Joon,Sonu Sonkar,Sunita Verman,Anubhav Dixit,
38,38,12 O'Clock,-1958,132 min,"Crime, Drama, Mystery",7.2,72,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,
39,39,12 O'Clock,-2021,105 min,"Horror, Thriller",4.4,63,Ram Gopal Varma,Mithun Chakraborty,Makrand Deshpande,Dalip Tahil,
40,40,12 Years,,,Biography,,,Sohail Tatari,,,,
41,41,124a,-2021,,Documentary,,,Varrun Sukhraj,,,,
42,42,127 B,-2017,116 min,"Comedy, Horror",6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik,
43,43,13 May Gulaabi Nagar,-2010,,Action,,,N.K. Pareek,Nirmal Pandey,Khushi Rajpoot,Raj Singh Verma,
44,44,13 Tribute of Love,-2020,66 min,Drama,,,Rahul Tiwari,Rahul Tiwari Adhiyari,Anil Arora,Asima Bhatt,
45,45,13B: Fear Has a New Address,-2009,146 min,"Drama, Horror, Mystery",7.3,"6,329",Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon,
50,50,14 Phere,-2021,,Comedy,,,Devanshu Singh,Vikrant Massey,Kriti Kharbanda,Gauahar Khan,
51,51,15 Park Avenue,-2005,116 min,Drama,7.1,"1,002",Aparna Sen,Shabana Azmi,Konkona Sen Sharma,Rahul Bose,
53,53,150 Seconds Ago,-2002,112 min,,,,Batul Mukhtiar,,,,
54,54,15th August,-1993,168 min,Drama,5.6,15,Vicky Ranawat,Ronit Roy,Tisca Chopra,Shakti Kapoor,
55,55,16-Dec,-2002,158 min,"Action, Thriller",6.9,"1,235",Mani Shankar,Milind Soman,Danny Denzongpa,Gulshan Grover,
58,58,18.11,-2014,126 min,Action,3.5,10,Mohibul Haque,Rehal Khan,Gulshan Grover,Mukesh Tiwari,
60,60,1857,-1946,,"Drama, History",5,8,Mohan Sinha,Nigar Sultana,Suraiya,Menaka Devi,
61,61,19 Revolutions,-2004,94 min,Drama,4.5,16,Sridhar Reddy,Tarun Arora,Gulshan Grover,Vinay Pandey,
62,62,1911,,,"Drama, History, Sport",,,Nikkhil Advani,John Abraham,,,
63,63,1920,-2008,138 min,"Horror, Mystery, Romance",6.4,"3,100",Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,
69,69,1920 London,-2016,120 min,"Horror, Mystery",4.1,"1,559",Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal,
70,70,1920: Evil Returns,-2012,124 min,"Drama, Horror, Romance",4.8,"1,811",Bhushan Patel,Vicky Ahuja,Tia Bajpai,Tarakesh Chauhan,
71,71,1921,-2018,144 min,"Horror, Mystery, Romance",4.5,"1,069",Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt,
73,73,1942: A Love Story,-1994,157 min,"Action, Drama, History",7.2,"3,223",Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala,
74,74,1971,-2007,136 min,"Action, Drama, War",8.1,"1,892",Amrit Sagar,Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,
75,75,1978: A Teen Night Out,-2019,107 min,Thriller,4,20,Aziz Zee,Abuzar Akhtar,Apurva Godbole,Vaishnavi Kadam,
78,78,1982 - A Love Marriage,-2017,113 min,Comedy,5.5,106,Prashant Gore,Amitkumar Sharma,Omna,Rita Agarwal,
79,79,19th January,-2014,,Drama,7.3,16,Sanjay Amar,Mumtaz Ahmed,Bidita Bag,Madhuri Bhatia,
82,82,2 Band Radio,-2019,,Comedy,,,Saki Shah,Bilal Ahamad Bhagat,Neelu Dogra,Rahat Kazmi,
84,84,2 GB Ki Life,,,Drama,,,,,,,
85,85,2 Little Indians,-2013,,"Comedy, Family",5.6,14,Ravi Bhatia,Ravi Bhatia,Ronak Bhatia,Kamal Chopra,
87,87,2 Nights in Soul Valley,-2012,80 min,"Adventure, Horror, Mystery",6.8,21,Harish Sharma,Hemant Pandey,Sumeet Sharma,Sumeet Sharma,
88,88,02-Oct,-2003,122 min,"Action, Crime, Thriller",5,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika,
89,89,2 Piece,-2005,,Drama,,,Kishan Shah,Ramesh Goyal,Satnam Kaur,Anil Nagrath,
90,90,2 States,-2014,149 min,"Comedy, Drama, Romance",6.9,"24,034",Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,
91,91,2,-2018,148 min,"Action, Sci-Fi",6.2,"21,938",S. Shankar,Rajinikanth,Akshay Kumar,Amy Jackson,
94,94,2001: Do Hazaar Ek,-1998,149 min,"Crime, Mystery, Thriller",3.5,112,Raj N. Sippy,Jackie Shroff,Dimple Kapadia,Tabu,
95,95,2006 Varanasi: The Untold,-2018,,Drama,,,Aryeman Ramsay,Mukul Dev,Rahul Dev,Ravi Kishan,
97,97,2007 the last encounter,-2018,,Drama,,,Partha Sarkar,Bidita Bag,Sameer Dharmadhikari,Jatin Goswami,
99,99,2016 the End,-2017,130 min,Comedy,6.1,94,Jaideep Chopra,Divyendu Sharma,Kiku Sharda,Harshad Chopda,
100,100,21: Battle of Saragarhi,,,War,,,Rajkumar Santoshi,Randeep Hooda,Vikramjeet Virk,Nitin Chauhan,
105,105,22 Days,-2018,124 min,Thriller,6.1,8,Shivam Tiwari,Rahul Dev,Shivam Tiwari,Sophia Singh,
109,109,22 June 1897,-1979,121 min,"Drama, History",7.7,52,Jayoo Patwardhan,Nachiket Patwardhan,Sadashiv Amrapurkar,Udayan Dixit,
110,110,22 Yards,-2019,126 min,Sport,6.1,361,Mitali Ghoshal,Barun Sobti,Amartya Ray,Rajit Kapoor,
113,113,23rd March 1931: Shaheed,-2002,188 min,"Biography, Drama, History",5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh,
114,114,24 Ghante,-1998,,Thriller,,,Tinnu Anand,Bharat Kapoor,Goga Kapoor,Amrit Pal,
116,116,25th July,-1951,,,7.6,5,Chitra Mitra,,,,
117,117,26-Jan,-1956,,,6.6,7,Ramesh Saigal,Ajit,,,
118,118,26th January,-1956,,Drama,,,Ramesh Saigal,Ajit,Nalini Jaywant,Leela Mishra,
119,119,26th July at Barista,-2008,,Drama,3.1,32,Mohan Sharma,Ajita,Himani Chawla,Sumeet Chawla,
120,120,27 Down,-1974,115 min,Drama,6.9,194,Awtar Krishna Kaul,Sudhir Dalvi,Rakhee Gulzar,Sadhu Meher,
121,121,3 AM: A Paranormal Experience,-2014,103 min,"Horror, Romance",5,514,Vishal Mahadkar,Salil Acharya,Kavin Dave,Jason Matthew Ethier,
125,125,3 Bachelors,-2012,114 min,"Comedy, Romance",3.3,165,Ajai Sinha,Sharman Joshi,Negar Khan,Nigaar Khan,
126,126,3 Days 4 Nights in Bihar,-2020,,Comedy,,,Abhishek Dogra,Jackky Bhagnani,Sharman Joshi,Ruslaan Mumtaz,
128,128,3 Deewarein,-2003,115 min,"Crime, Drama",7.8,"2,322",Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,
129,129,3 Dev,-2019,122 min,Comedy,6.9,35,Ankush Bhatt,Karan Singh Grover,Ravi Dubey,Kunaal Roy Kapur,
132,132,3 Idiots,-2009,170 min,"Comedy, Drama",8.4,"3,57,889",Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,
133,133,3 Nights 4 Days,-2009,,"Drama, Romance",5.2,23,Devang Dholakia,Sameer Aftab,Hrishitaa Bhatt,Anuj Sahani,
134,134,3 Shyaane,-2020,,Comedy,,,Anees Barudwale,Asrani,Rakesh Bedi,Priyanshu Chatterjee,
137,137,3 Storeys,-2018,100 min,Drama,6.9,358,Arjun Mukerjee,Aisha Ahmed,Tarun Anand,Richa Chadha,
142,142,3.0 Megapixel,-2015,99 min,"Adventure, Drama",4.3,6,Divakar Ghodake,Seema Azmi,Meenal Chirankar,Pooja Kasekar,
143,143,30 Days,-2004,,Horror,5,14,Ravi Sinha,Abhay Bhargava,Milind Gunaji,Dinesh Hingoo,
146,146,30 Minutes,-2016,,Thriller,4.8,26,Yesudas,Rana Jung Bahadur,Hrishitaa Bhatt,Shiva Kumar,
147,147,31st October,-2015,109 min,"Action, Drama, History",5.8,238,Shivaji Lotan Patil,Soha Ali Khan,Lakha Lakhwinder Singh,Nagesh Bhonsle,
148,148,340,-2009,,Thriller,4.6,9,Suryaprakash Lakkoju,Ragesh Asthana,Iqbal Azad,Ahsaas Channa,
149,149,36 China Town,-2006,140 min,"Comedy, Mystery, Thriller",5.7,"4,373",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshaye Khanna,Kareena Kapoor,
150,150,36 Chowringhee Lane,-1981,122 min,"Drama, Romance",7.5,392,Aparna Sen,Jennifer Kendal,Dhritiman Chatterjee,Debashree Roy,
151,151,36 Ghante,-1974,,"Action, Crime, Drama",6.7,128,Raj Tilak,Raaj Kumar,Mala Sinha,Sunil Dutt,
153,153,376 D,-2020,128 min,"Crime, Thriller",5.7,252,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi,
156,156,377 AbNormal,-2019,93 min,Drama,5.6,93,Faruk Kabir,Muntazir Ahmad,Shashank Arora,Mohd. Zeeshan Ayyub,
160,160,3D Saamri,-1985,102 min,Horror,5.6,80,Shyam Ramsay,Tulsi Ramsay,Rajan Sippy,Arti Gupta,
167,167,3G: A Killer Connection,-2013,125 min,"Horror, Sci-Fi, Thriller",3.6,"1,128",Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan,
169,169,3rd EYE,-2019,145 min,Horror,6.3,6,Sanjay Niranjan,Deepak Bhatia,Mukul Dev,Sakshi Dwivedi,
173,173,3rd November,-2016,,Horror,,,Vasant Narkar,Minakshi Bhagat,Pragya Chahar,Kabir Khan,
175,175,4 Sum,,96 min,"Crime, Drama, Thriller",,,Neeraj Gwal,Pranav Chandrakar,Yashwant Anand Gupta,Neeraj Uke,
176,176,404: Error Not Found,-2011,121 min,"Drama, Mystery, Thriller",7.3,"2,548",Prawaal Raman,Rajvvir Aroraa,Imaaduddin Shah,Nishikant Kamat,
178,178,417 Miles,-2016,75 min,Drama,4.8,9,Mainak Dhar,Marilia Colturato,Kyara Jacob,Kyara Ralella Jacob,
179,179,42 Kms.,-2009,,"Drama, Sport",3.9,14,Nisha Chainani,Mandira Bedi,Bikram Saluja,Sammir Dattani,
180,180,498A-The Wedding Gift,-2012,113 min,"Drama, Family, Musical",7.8,21,Suhaib Ilyasi,Srishti Gautam,Farida Jalal,Supriya Karnik,
181,181,4pm on the Court,-2011,115 min,Sport,,,Shine Krishna,Ashish Bhatia,Naveen Kaushik,Vinay Sharma,
182,182,5 Ghantey Mien 5 Crore,-2012,111 min,Thriller,5.7,75,Faisal Saif,Nassar Abdulla,Shawar Ali,Rashid Khan,
184,184,5 Rifles,-1974,134 min,"Action, Comedy",6.5,36,I.S. Johar,Rakesh Khanna,Rajesh Khanna,Ambika Johar,
186,186,5 Rifles,-2001,,Action,,,Hemant Birje,Anu Kashyap,Raza Murad,Paintal,
192,192,5 Rupees,-2018,,,,,Piyush Panjuani,Shabana Azmi,Yohaan Panjuani,,
197,197,50 Lakh,-2007,,"Comedy, Thriller",6.5,82,Chandra Sekhar Yeleti,Pawan Malhotra,Mohit Chadha,Veerendra Chauhan,
198,198,500 Ka Note,-2002,,Thriller,,,Tinnu Anand,Birbal,Chandrashekhar,Siddharth Dhawan,
199,199,5ters: Castle of Dark Master,-2011,110 min,"Action, Adventure, Fantasy",4.6,19,G. Venugopal,Akash,Avinash,Gagan,
201,201,6.40 PM,-1967,,,5.4,5,Mani Kaul,,,,
203,203,6387 Meters Black Peak,-2020,85 min,Documentary,,,Kovid Mittal,Kovid Mittal,,,
207,207,64 Kaam Kalayen,-2002,,Thriller,,,Hemant Birje,Ankush Mohite,Kirti Rawal,,
212,212,6-5=2,-2014,104 min,Horror,4.2,171,Bharat Jain,Prashantt Guptha,Gaurav Paswala,Gaurav Kothari,
213,213,68 Pages,-2007,92 min,Drama,6.2,31,Sridhar Rangayan,Mouli Ganguly,Joy Sengupta,Jayati Bhatia,
214,214,69 Opposites Attract,-2011,96 min,Comedy,,,Amit r Agarwal,Amit r Agarwal,Kiran Kaur,,
216,216,69 Reality in Us,,,"Drama, Romance, Thriller",,,Samir Khan,,,,
217,217,7 1/2 Phere: More Than a Wedding,-2005,136 min,"Comedy, Drama",5.3,281,Ishaan Trivedi,Juhi Chawla,Irrfan Khan,Manoj Pahwa,
218,218,7 Bijliyaan,-1988,126 min,Action,5,7,Raju Saigal,Tina Ambani,Shoma Anand,Krishan Dhawan,
219,219,7 Days,-1995,,"Action, Drama",3.4,10,Sunil Kumar,Arvind Singh,Channa Ruparel,Avtar Gill,
220,220,7 Hours to Go,-2016,115 min,"Crime, Thriller",5.7,398,Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt,
221,221,7 Islands and a Metro,-2006,100 min,Documentary,6.2,10,Dutta Madhusree,Vibha Chhibber,Harish Khanna,Om Prakash,
224,224,7 Khoon Maaf,-2011,137 min,"Drama, Mystery, Thriller",6.1,"5,640",Vishal Bhardwaj,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,
226,226,7 Saal Baad,-1987,127 min,"Drama, Horror, Musical",4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol,
229,229,706,-2019,120 min,Thriller,5.3,449,Shravankumar Tiwari,Mohan Agashe,Raayo S. Bakhirta,Divya Dutta,
236,236,72 Hours: Martyr Who Never Died,-2019,130 min,"Action, Biography, Drama",5.3,249,Avinash Dhyani,Avinash Dhyani,Yeshi Dema,Alka Amin,
239,239,777 Charlie,,136 min,"Adventure, Comedy, Drama",,,Kiranraj K,Rakshit Shetty,Charlie,Sangeetha Sringeri,
242,242,7th Villa,-2018,125 min,Horror,,,Ajay Arak,Meenal Chauhan,Mansi Sharma,Vinit,
243,243,8 PM: A Murder Mystery,-2008,,Mystery,,,Sunil Bhojwani,Krishna Abhishek,Ramesh Bachwani,Dravika,
247,247,8 x 10 Tasveer,-2009,122 min,"Action, Fantasy, Mystery",5.4,"5,459",Nagesh Kukunoor,Akshay Kumar,Ayesha Takia,Javed Jaffrey,
253,253,8119 Miles,-2021,115 min,"Adventure, Drama, Mystery",6.6,21,Joe Eshwar,Ranji Vijayan,Kuriakose Oonnittan,Guy Bleyaert,
255,255,'83,-2021,150 min,"Biography, Drama, History",,,Kabir Khan,Ranveer Singh,Deepika Padukone,Tahir Raj Bhasin,
257,257,88 Antop Hill,-2003,119 min,"Mystery, Thriller",4.7,66,Kushan Nandy,Atul Kulkarni,Rahul Dev,Suchitra Pillai,
260,260,9 O' Clock,-2017,124 min,Action,5.3,9,Amrit Raj Thakur,Arun Bakshi,Ajeet Goswami,Rohit Rajawat,
264,264,9 Roads 2 Peace,,,Adventure,,,Virendra Rathore,,,,
270,270,9 to 12,-2011,115 min,"Drama, Musical, Thriller",,,Ashok Patil,Nimisha Baby,Venkatesh Chakravarthy,Kishore Kumar G.,
271,271,99,-2009,135 min,"Comedy, Crime, Drama",7.3,"2,767",Krishna D.K.,Raj Nidimoru,Kunal Khemu,Boman Irani,
275,275,99 Songs,-2019,128 min,"Musical, Romance",7.4,"1,901",Vishwesh Krishnamoorthy,Ehan Bhat,Edilsy Vargas,Tenzing Dalha,
277,277,99.9 FM,-2005,90 min,"Crime, Drama",4.8,38,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra,
280,280,A Ballad of Maladies,-2016,86 min,"Documentary, Music",,,Sarvnik Kaur,Tushar Madhav,,,
281,281,A Ballad of Maladies,-2016,86 min,"Documentary, History, Music",,,Sarvnik Kaur,Tushar Madhav,,,
282,282,A Billion Colour Story,-2016,105 min,Drama,8.1,412,Padmakumar Narasimhamurthy,Dhruva Padmakumar,Gaurav Sharma,Vasuki,
285,285,A Biopic from the Film Industry,-2019,,Drama,,,Sarkar Sahith,Suman Rana,Hari Vishnu,,
293,293,A Call from the Past,-2016,76 min,"Drama, Fantasy, Mystery",,,Ajay Jain,Vidhu Rashmi Jain,Ashok Banthia,Bharat Ratna Bhargava,
297,297,A Cold Plan,-2021,,Thriller,,,Sanjay Raj,Ansh Chaturvedi,Jigyasa Tiwari,Anurag Bhardwaj,
299,299,A Daughter's Dream,-2014,,"Drama, Family, Sport",,,Manto Pashupatinath,Bhavana Singh Chauhan,Akhilendra Mishra,Abhilash Narain,
302,302,A Daughter's Tale PANKH,-2017,145 min,Drama,6.3,10,Premraaj,Rajinder Verma,Sunil Lahri,Nishigandha Wad,
304,304,A Death in the Gunj,-2016,110 min,"Drama, Thriller",7.5,"4,637",Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah,
305,305,A Dream Document,-2016,70 min,Documentary,,,Rupak Das,,,,
307,307,A Far Afternoon: a Painted Saga by Krishen Khanna,-2015,72 min,"Documentary, Biography",7.7,10,Sruti Harihara Subramanian,,,,
323,323,A Film by Aravind,-2005,150 min,"Horror, Mystery",6.8,179,Sekhar Suri,Sherlyn Chopra,Rajeev Kanakala,Richard Rishi,
324,324,A Flat,-2010,103 min,"Drama, Horror, Romance",4.5,202,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney,
326,326,A Flying Jatt,-2016,151 min,"Action, Adventure, Comedy",3,"4,145",Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,
333,333,A Game Called Relationship,-2020,109 min,"Comedy, Romance",6.3,181,Vivek Sharma,Mandy Takhar,Vivek Sharma,Sumit Suri,
334,334,A Gentleman,-2017,145 min,"Action, Comedy",6.2,"5,227",Krishna D.K.,Raj Nidimoru,Sidharth Malhotra,Jacqueline Fernandez,
335,335,A Gift of Love: Sifar,-2019,95 min,"Drama, Romance",8,33,Dhruv Sachdev,Sanjay Deyali,Sudha Chandran,Anang Desai,
336,336,A Handful of Grain,-1959,92 min,Drama,,,Mehboob Khan,,,,
346,346,A Journey of Samyak Buddha,-2013,127 min,Drama,7.3,17,Praveen Damle,Geeta Agrawal,Jyoti Bagat,Gautam Dhengare,
350,350,A Mermaid Called Aida,-1996,52 min,Documentary,6.4,7,Riyad Vinci Wadia,Aida Banaji,Ajay Mehta,,
351,351,A Mistake (Ek Galti),-2021,,Thriller,,,Chand Mehta,Hrishitaa Bhatt,Gulshan Pandey,Jimmy Shergil,
361,361,A New Love Ishtory,-2013,140 min,Romance,6,80,John Mathew Matthan,Raqesh Bapat,Gurpreet Kaur Chadha,Smita Jaykar,
362,362,A Night in Calcutta,-1970,,Drama,,,Amrit Mahendra,Master Bhagwan,Simi Garewal,Jagdev,
364,364,A Rape Song,-2019,75 min,"Crime, Drama",,,Jacob Paul,Uday Bhan Mourya,Anjali Ujawane,,
367,367,A Rifle and a Bag,-2020,89 min,Documentary,6.8,15,Cristina Hanes,Isabella Rinaldi,Arya Rothe,,
368,368,A Scandall,-2016,112 min,Thriller,3.1,142,Ishaan Trivedi,Johnny Baweja,Reeth Mazumder-Roberts,Manav Kaul,
370,370,A Separate Sky,-2021,,Drama,,,Raajhorshee De,Sayan Chakraborty,Sudiptaa Chakraborty,Ranita Das,
371,371,A Sketch Killer: Who's Next,-1997,,Thriller,,,Vinod Alva,Kalyan Kumar,Raghuvaran,,
373,373,A Small Family,-1976,,Documentary,,,Fali Bilimoria,,,,
374,374,A Song for No One,,,"Comedy, Drama, Music",,,Arturo Alanis Garza,Kavya Trehan,Victoria Kuhne,,
375,375,A Story of a Call Girl,-2000,,Thriller,,,Teerat Singh,Pinky Chinoy,Ali Khan,Anjali Kolhapuri,
376,376,A Strange Love Story,-2011,,Drama,3.8,15,Tarique Khan,Sahil Seth,Gunjan Bakshi,Snehal Dabi,
378,378,A Sublime Love Story: Barsaat,-2005,143 min,"Drama, Romance",3.8,627,Suneel Darshan,Bobby Deol,Bipasha Basu,Priyanka Chopra Jonas,
379,379,A Suitable Girl,-2017,90 min,Documentary,6.9,337,Sarita Khurana,Smriti Mundhra,Sima Taparia,,
382,382,A Thin Line,-2019,104 min,Drama,7.9,24,Vierendrra Lalit,Trivikram Mattoo,Rahul Roy,Akansha Shivhare,
385,385,A Thursday,-2021,,"Drama, Thriller",,,Behzad Khambata,Dimple Kapadia,Yami Gautam,Neha Dhupia,
386,386,A Treasure in the Snow,-2002,,Documentary,6.9,8,Goutam Ghose,,,,
387,387,A Twist of Date,-2017,110 min,"Comedy, Horror, Mystery",,,Kashmera Shah,Kashmera Shah,,,
388,388,A Wednesday,-2008,104 min,"Action, Crime, Drama",8.1,"75,118",Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Jimmy Sheirgill,
392,392,A.R Rahman Encore Tour,-2017,,Musical,,,Deepak Gattani,A.R. Rahman,,,
395,395,Aa Ab Laut Chalen,-1999,177 min,"Musical, Romance, Drama",5.5,"1,621",Rishi Kapoor,Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,
396,396,AA BB KK,-2018,121 min,Drama,8,249,Ramkumar Shedge,Shravani Abhang,Sajid Ali,Tamannaah Bhatia,
397,397,Aa Bhi Ja O Piya,-2021,140 min,"Family, Romance",,,Rajesh Harivansh Mishra,Abhijeet Lahiri,Akanksha Sinha,Mukul Nag,
401,401,Aa Dekhen Zara,-2009,117 min,"Action, Sci-Fi, Thriller",5,866,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary,
408,408,Aa Gale Lag Jaa,-1973,148 min,"Action, Drama, Romance",7.2,348,Manmohan Desai,Shashi Kapoor,Sharmila Tagore,Shatrughan Sinha,
410,410,Aa Gale Lag Jaa,-1994,158 min,"Mystery, Romance",4.4,115,Hamid Ali Khan,Jugal Hansraj,Urmila Matondkar,Paresh Rawal,
413,413,Aa Gaya Hero,-2017,123 min,Action,2.7,339,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey,
416,416,Aa Jao Please,-2016,120 min,Drama,6.8,16,Azad Jain,Neha Chauhan,Ganraj Jadhav,Dipak Khetiya,
426,426,Aaag Hi Aag,-1999,,Action,4.9,28,T.L.V. Prasad,Mithun Chakraborty,Jackie Shroff,Sneha,
427,427,Aabra Ka Daabra,-2004,144 min,Fantasy,2.4,264,Dheeraj Kumar,Naveen Bawa,Prabhu Deva,Satish Kaushik,
428,428,Aabroo,-1956,,Romance,,,Chaturbhuj Doshi,Kamini Kaushal,Kishore Kumar,Madan Puri,
429,429,Aabroo,-1968,170 min,"Comedy, Crime, Drama",5.5,21,C.L. Rawal,Ashok Kumar,Vimi,Rehman,
435,435,Aabroo,-1943,,,5.2,5,Nazir,,,,
436,436,Aabshar,-1953,,"Drama, Romance",5,5,Hasrat Lucknowi,Iftekhar,Kuldip Kaur,Raaj Kumar,
437,437,Aadab Arz,-1943,,,5.2,5,V.C. Desai,Nalini Jaywant,Mukesh,,
439,439,Aadab Hyderabad,-2007,104 min,,,,Sanjay Punjabi,,,,
441,441,Aadamkhor,-1986,,Action,5.5,6,Joginder Shelly,Sona Mastan Mirza,Joginder Shelly,Neelam Mehra,
444,444,Aadamkhor,-2018,72 min,Horror,7.4,150,Kshitij Sharma,Deeya Dey,Anoma Pabuwal,Mahendra Singh Rawat,
446,446,Aadamkhor Hasina,-2002,,Action,,,Salim Suma,Poonam Dasgupta,Raza Murad,Amit Pachori,
447,447,Aadarniy Pitaji,-2020,,Family,,,Prashant Kumar,,,,
449,449,Aadarsh,-1983,,Drama,,,,,,,
451,451,Aadat,-1989,,,,,Dev Malhotra,Madhuri Mishra,Ashok Pandey,Reema Raj,
452,452,Aadat Se Majboor,-1982,105 min,"Action, Crime, Drama",5.5,28,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,
458,458,Aadha Din Aadhee Raat,-1977,132 min,Action,5.1,18,Doondi,Jalal Agha,Vinod Khanna,Shabana Azmi,
459,459,Aadhaar,-2019,107 min,Drama,7.6,69,Suman Ghosh,Vineet Kumar Singh,Saurabh Shukla,Raghuvir Yadav,
460,460,Aadhaar,-2004,,Drama,,,Shorya Veer Saagar,Saurabh Agnihotri,Aryan Harnot,Pooja Raawat,
462,462,Aadharshila,-1982,154 min,Drama,6.4,19,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta,
466,466,Aadhe Adhure,-1996,,Drama,,,Pooja Choudhary,Tushar Dalvi,Narendra Gupta,Rekha Purohit,
472,472,Aadhi Bhagavan,-2013,157 min,"Action, Crime, Thriller",5.4,568,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,
473,473,"Aadhi Haqeeqat, Aadha Fasana",-1990,88 min,Documentary,,,Dilip Ghosh,,,,
475,475,Aadhi Mimansa,-1991,,,6.2,9,Apurba Kishore Bir,Mohan Gokhale,Neena Gupta,Ashok Kumar,
479,479,Aadhi Raat,-1957,,,,,Chandrakant,,,,
