userId,Movie_id,Movie_Title,Released_Year,Duration,Genre,,
7155,7155,Kala Bazaar,-1989,160 min,"Action, Drama",,
7156,7156,Kala Bazar,-1960,163 min,"Crime, Drama, Musical",,
7163,7163,Kala Dhanda Goray Log,-1986,158 min,"Drama, Family",,
7170,7170,Kala Pani,-1958,164 min,"Crime, Musical, Romance",,
7171,7171,Kala Pani,-1980,126 min,Action,,
7180,7180,Kalabaaz,-1977,145 min,"Action, Adventure, Drama",,
7181,7181,Kalaignan,-1993,143 min,"Action, Drama, Thriller",,
7186,7186,Kalank,-2019,166 min,"Drama, Romance",,
7193,7193,Kali Ghata,-1951,145 min,"Drama, Romance",,
7194,7194,Kali Ghata,-1980,131 min,"Romance, Thriller, Mystery",,
7196,7196,Kali Salwaar,-2002,112 min,Drama,,
7197,7197,Kali Topi Lal Rumal,-1959,129 min,"Musical, Romance",,
7200,7200,Kalichaat,-2018,70 min,Drama,,
7201,7201,Kalicharan,-1976,143 min,"Action, Adventure, Crime",,
7208,7208,Kalloori Vaasal,-1996,135 min,"Comedy, Romance",,
7212,7212,Kalpana,-1948,122 min,Musical,,
7214,7214,Kalsandhya,-1997,124 min,Drama,,
7217,7217,Kalyug,-1981,152 min,Drama,,
7218,7218,Kalyug,-2005,126 min,"Action, Crime, Drama",,
7226,7226,Kama Sundari,-2001,130 min,Thriller,,
7229,7229,Kamaal Dhamaal Malamaal,-2012,148 min,"Comedy, Drama",,
7234,7234,Kamasutra 3D,-2013,110 min,"Drama, Romance",,
7235,7235,Kambakkht Ishq,-2009,142 min,"Action, Comedy, Romance",,
7240,7240,Kaminey,-2009,130 min,"Action, Crime, Drama",,
7243,7243,Kamla,-1984,120 min,Drama,,
7244,7244,Kamla Ki Maut,-1989,95 min,Drama,,
7251,7251,Kamsin: The Untouched,-1997,88 min,Drama,,
7252,7252,Kan Kan Men Bhagwan,-1963,124 min,"Adventure, Drama, Fantasy",,
7254,7254,Kanave Kalaiyadhe,-1999,157 min,"Action, Drama",,
7261,7261,Kandy Twist,-2019,113 min,Drama,,
7262,7262,Kaneez,-1949,140 min,"Drama, History",,
7264,7264,Kangan,-1959,144 min,Mystery,,
7265,7265,Kangan,-1971,139 min,Drama,,
7266,7266,Kanhaiya,-1959,175 min,"Romance, Drama, Family",,
7270,7270,Kanmani,-1994,137 min,"Drama, Romance",,
7271,7271,Kannan Varuvaan,-2000,135 min,Romance,,
7273,7273,Kanoon,-1960,150 min,"Drama, Crime, Mystery",,
7274,7274,Kanoon,-1994,104 min,"Action, Drama",,
7275,7275,Kanoon Apna Apna,-1989,162 min,"Action, Crime, Drama",,
7290,7290,Kanpuriye,-2019,103 min,Drama,,
7291,7291,Kanwarlal,-1988,150 min,"Action, Drama",,
7295,7295,Kanyadaan,-1968,149 min,"Drama, Romance",,
7296,7296,Kanyadaan,-2017,114 min,Drama,,
7299,7299,Kaphal: Wild Berries,-2013,90 min,"Action, Adventure, Drama",,
7300,7300,Kapoor & Sons,-2016,132 min,"Comedy, Drama, Family",,
7302,7302,Karam,-2005,117 min,"Action, Crime, Drama",,
7303,7303,Karamati Coat,-1993,86 min,"Comedy, Family, Fantasy",,
7306,7306,Karan,-1994,120 min,Action,,
7307,7307,Karan Arjun,-1995,175 min,"Action, Drama, Fantasy",,
7308,7308,Karar: The Deal,-2014,115 min,Thriller,,
7309,7309,Karate,-1983,127 min,"Action, Drama, Musical",,
7312,7312,Kareeb,-1998,145 min,"Drama, Romance",,
7314,7314,Karim Mohammed,-2018,99 min,Drama,,
7317,7317,Karishma Kudrat Kaa,-1985,185 min,"Action, Drama",,
7319,7319,Karishmaa,-1984,130 min,"Crime, Thriller",,
7320,7320,Karle Pyaar Karle,-2014,110 min,"Action, Romance",,
7322,7322,Karm,-1977,156 min,"Drama, Family",,
7324,7324,Karma,-1986,193 min,"Action, Adventure, Drama",,
7328,7328,"Karma, Confessions and Holi",-2009,110 min,Drama,,
7329,7329,Karma: Crime. Passion. Reincarnation,-2008,97 min,"Crime, Drama, Mystery",,
7335,7335,Karmyudh,-1985,130 min,Action,,
7341,7341,Karobaar: The Business of Love,-2000,180 min,"Drama, Romance",,
7345,7345,Kartavya,-1979,168 min,"Action, Drama",,
7347,7347,Karthik Calling Karthik,-2010,135 min,"Drama, Mystery, Romance",,
7348,7348,Kartoos,-1999,124 min,"Action, Thriller",,
7350,7350,Kartooz,-2014,97 min,"Action, Adventure",,
7352,7352,Karunamayudu,-1978,160 min,"Biography, Drama, Family",,
7355,7355,Karwaan,-2018,114 min,"Adventure, Comedy, Drama",,
7359,7359,Karz,-1980,159 min,"Action, Musical, Romance",,
7361,7361,Karz: The Burden of Truth,-2002,173 min,"Action, Crime, Drama",,
7362,7362,Karzzzz,-2008,142 min,"Action, Drama, Musical",,
7363,7363,Kasaai,-2019,96 min,Drama,,
7364,7364,Kasak,-1992,150 min,"Drama, Romance",,
7365,7365,Kasak,-2005,107 min,Drama,,
7366,7366,Kasam,-1988,157 min,"Action, Drama, Romance",,
7377,7377,Kasam Paida Karne Wale Ki,-1984,145 min,"Action, Drama",,
7380,7380,Kasam Teri Kasam,-1993,156 min,"Drama, Romance",,
7383,7383,Kasauti,-1974,131 min,"Drama, Romance",,
7385,7385,Kasba,-1991,121 min,Drama,,
7387,7387,Kashmakash,-1973,134 min,"Action, Family, Mystery",,
7391,7391,Kashmir Daily,-2018,148 min,"Drama, Thriller",,
7392,7392,Kashmir Ki Kali,-1964,168 min,"Comedy, Musical, Romance",,
7397,7397,Kasoor,-2001,151 min,"Drama, Mystery, Thriller",,
7402,7402,Kath Putli,-1957,152 min,"Drama, Family",,
7403,7403,Katha,-1983,141 min,"Comedy, Drama",,
7407,7407,Kathor,-2018,110 min,Drama,,
7409,7409,Kathputli,-1971,148 min,"Drama, Romance",,
7411,7411,Kati Patang,-1970,167 min,"Drama, Family, Musical",,
7414,7414,Katilon Ke Kaatil,-1981,199 min,"Action, Comedy, Drama",,
7415,7415,Katiyabaaz,-2013,84 min,"Documentary, Drama",,
7416,7416,Katputtli,-2006,119 min,Thriller,,
7418,7418,Katti Batti,-2015,135 min,"Comedy, Drama, Romance",,
7422,7422,Kaun Hai Jo Sapno Mein Aaya,-2004,127 min,Musical,,
7427,7427,Kaun Jeeta Kaun Haara,-1987,119 min,"Comedy, Drama",,
7428,7428,Kaun Kare Kurbanie,-1991,154 min,"Action, Crime, Drama",,
7431,7431,Kaun Kitney Paani Mein,-2015,112 min,"Comedy, Drama, Family",,
7435,7435,Kaun Rokega Mujhe,-1997,123 min,"Action, Thriller",,
7436,7436,Kaun Sachcha Kaun Jhootha,-1997,130 min,"Drama, Mystery, Thriller",,
7438,7438,Kaun?,-1999,90 min,"Mystery, Thriller",,
7439,7439,Kaun? Kaisey?,-1983,127 min,Crime,,
7443,7443,Kavi Kalidas,-1959,139 min,"Drama, Musical",,
7448,7448,Kaya Palat,-1983,121 min,"Comedy, Fantasy",,
7450,7450,Kayda Kanoon,-1993,150 min,"Action, Crime, Drama",,
7452,7452,Kedarnath,-2018,116 min,"Drama, Romance",,
7454,7454,Keemat,-1973,132 min,Action,,
7456,7456,Keemat: They Are Back,-1998,162 min,"Action, Comedy, Drama",,
7462,7462,Kehta Hai Yeh Dil,-2020,116 min,"Comedy, Drama",,
7463,7463,Kehtaa Hai Dil Baar Baar,-2002,119 min,"Comedy, Drama, Romance",,
7464,7464,Kerry on Kutton,-2016,125 min,Drama,,
7465,7465,Kesari,-2019,150 min,"Action, Drama, History",,
7466,7466,Kevi Rite Jaish,-2012,128 min,"Comedy, Family",,
7468,7468,Khaali Peeli,-2020,119 min,"Action, Comedy, Romance",,
7469,7469,Khaan Dost,-1976,157 min,"Action, Crime, Drama",,
7471,7471,Khabardar,-1984,167 min,Family,,
7476,7476,Khajoor Pe Atke,-2018,119 min,Comedy,,
7480,7480,Khakee,-2004,174 min,"Action, Crime, Drama",,
7481,7481,Khal Nayak,-1993,190 min,"Action, Adventure, Crime",,
7482,7482,Khalifa,-1976,140 min,"Action, Crime, Drama",,
7483,7483,Khallas: The Beginning of End,-2007,121 min,"Crime, Drama, Romance",,
7486,7486,Khal-Naaikaa,-1993,147 min,"Crime, Drama, Thriller",,
7487,7487,Khalnayak,-2004,74 min,Action,,
7489,7489,Khamiyaza: Journey of a Common Man,-2019,130 min,"Action, Drama",,
7490,7490,Khamosh,-1986,101 min,"Mystery, Thriller",,
7492,7492,Khamosh Adalat Jaari Hai,-2017,100 min,Drama,,
7495,7495,Khamoshh... Khauff Ki Raat,-2005,123 min,"Mystery, Thriller",,
7496,7496,Khamoshi,-1970,127 min,"Drama, Romance",,
7498,7498,Khamoshi,-2019,96 min,"Horror, Thriller",,
7499,7499,Khamoshi: The Musical,-1996,160 min,"Drama, Musical, Romance",,
7500,7500,Khamoshiyan,-2015,122 min,"Drama, Horror, Romance",,
7502,7502,Khan kluay,-2006,79 min,"Animation, Adventure, Family",,
7503,7503,Khandaan,-1942,171 min,"Drama, Family",,
7505,7505,Khandaan,-1979,130 min,"Drama, Romance",,
7506,7506,Khandaani Shafakhana,-2019,136 min,"Comedy, Drama",,
7507,7507,Khandan,-1965,158 min,"Drama, Musical",,
7509,7509,Khandhar,-1984,106 min,Drama,,
7510,7510,Khanjar,-1980,134 min,Thriller,,
7512,7512,Khanna & Iyer,-2007,103 min,Comedy,,
7513,7513,Khap,-2011,125 min,"Drama, Thriller",,
7522,7522,Khatarnaak,-1990,223 min,"Action, Crime, Drama",,
7524,7524,Khatron Ke Khiladi,-1988,156 min,"Action, Drama",,
7526,7526,Khatta Meetha,-1978,128 min,"Comedy, Drama",,
7527,7527,Khatta Meetha,-2010,157 min,"Comedy, Crime, Drama",,
7528,7528,Khauff,-2000,124 min,"Action, Crime, Drama",,
7532,7532,Khayal Gatha,-1989,103 min,"Drama, Music",,
7536,7536,Khazanchi,-1958,51 min,Romance,,
7537,7537,Khazanchi,-1941,171 min,Mystery,,
7540,7540,Khejdi,-2018,92 min,Drama,,
7541,7541,Khel,-1992,152 min,"Comedy, Drama, Romance",,
7543,7543,Khel,-2003,174 min,"Action, Crime, Drama",,
7548,7548,Khel Khel Mein,-1975,139 min,"Comedy, Mystery, Romance",,
7550,7550,Khel Khilari Ka,-1977,90 min,"Action, Thriller",,
7555,7555,Khel Toh Ab Shuru Hoga,-2016,130 min,"Action, Thriller",,
7556,7556,Khela,-2008,97 min,"Comedy, Drama",,
7557,7557,Khelein Hum Jee Jaan Sey,-2010,168 min,"Action, Drama, History",,
7558,7558,Khichdi: The Movie,-2010,120 min,"Comedy, Family",,
7564,7564,Khiladi,-1992,157 min,"Action, Mystery, Romance",,
7566,7566,Khiladi 420,-2000,157 min,"Action, Romance, Thriller",,
7567,7567,Khiladi 786,-2012,141 min,"Action, Comedy",,
7569,7569,Khiladiyon Ka Khiladi,-1996,162 min,"Action, Crime, Drama",,
7570,7570,Khilari,-1968,138 min,"Action, Sci-Fi",,
7572,7572,Khilona,-1970,160 min,"Drama, Musical, Romance",,
7582,7582,Khoj,-1989,113 min,"Mystery, Thriller",,
7583,7583,Khoj,-2017,116 min,"Crime, Mystery, Thriller",,
7584,7584,Khokababu,-2012,158 min,"Comedy, Romance",,
7587,7587,Khoobsurat,-1999,153 min,"Action, Comedy, Romance",,
7588,7588,Khoobsurat,-2014,130 min,"Comedy, Romance",,
7592,7592,Khoon Aur Paani,-1981,141 min,"Action, Drama",,
7595,7595,Khoon Bhari Maang,-1988,172 min,"Drama, Thriller, Action",,
7598,7598,Khoon Ka Karz,-1991,151 min,"Action, Crime, Drama",,
7600,7600,Khoon Ka Rishta,-1981,117 min,Action,,
7605,7605,Khoon Ki Keemat,-1974,126 min,"Action, Thriller",,
7607,7607,Khoon Ki Pyasi,-1996,117 min,Horror,,
7610,7610,Khoon Pasina,-1977,210 min,"Action, Drama",,
7617,7617,Khooni Ilaaka: The Prohibited Area,-1999,87 min,Horror,,
7633,7633,Khooni Murdaa,-1989,127 min,Horror,,
7635,7635,Khooni Panja,-1991,130 min,Horror,,
7644,7644,Khopdi: The Skull,-1999,97 min,Horror,,
7645,7645,Khosla Ka Ghosla!,-2006,135 min,"Comedy, Crime, Drama",,
7647,7647,Khota Paisa,-1958,145 min,Drama,,
7648,7648,Khote Sikkay,-1974,132 min,"Action, Crime, Drama",,
7652,7652,Khoya,-2015,82 min,Drama,,
7653,7653,Khoya Khoya Chand,-2007,131 min,"Drama, Romance",,
7654,7654,Khubsoorat,-1980,126 min,"Comedy, Drama, Family",,
7660,7660,Khuda Gawah,-1992,193 min,"Action, Adventure, Drama",,
7661,7661,Khuda Haafiz,-2020,133 min,"Action, Adventure, Drama",,
7663,7663,Khuda Hafiz,-1983,91 min,Drama,,
7666,7666,Khuda Kasam,-2010,160 min,"Action, Crime, Drama",,
7673,7673,Khud-Daar,-1982,169 min,"Action, Drama",,
7674,7674,Khuddar,-1994,167 min,"Action, Drama, Thriller",,
7675,7675,Khudgarz,-1987,158 min,Drama,,
7676,7676,Khufia Mahal,-1964,140 min,"Adventure, Comedy, Drama",,
7679,7679,Khule-Aam,-1992,155 min,Action,,
7681,7681,Khullam Khulla Pyaar Karen,-2005,155 min,Comedy,,
7690,7690,Khushboo,-1975,132 min,"Drama, Romance",,
7694,7694,Khushi,-2003,161 min,"Action, Comedy, Drama",,
7696,7696,Khwaab,-1997,120 min,Drama,,
7697,7697,Khwaabb,-2014,90 min,"Drama, Romance, Sport",,
7698,7698,Khwab,-1980,115 min,"Crime, Drama, Romance",,
7700,7700,Khwab Sare Jhootey,-2020,100 min,Drama,,
7701,7701,Khwahish,-2003,152 min,"Drama, Romance, Musical",,
7703,7703,Ki & Ka,-2016,126 min,"Comedy, Romance",,
7705,7705,Kick,-2014,146 min,"Action, Comedy, Crime",,
7711,7711,Kidnap,-2008,135 min,"Action, Crime, Drama",,
7714,7714,Kill Dil,-2014,127 min,"Action, Comedy, Drama",,
7716,7716,Killer,-1992,160 min,"Action, Crime, Drama",,
7719,7719,Kinara,-1977,139 min,"Drama, Romance",,
7720,7720,Kinare Kinare,-1963,111 min,"Drama, Romance",,
7723,7723,King Kong,-1962,142 min,"Action, Adventure, Comedy",,
7725,7725,King Uncle,-1993,171 min,"Comedy, Drama, Family",,
7730,7730,Kirayadar,-1986,146 min,"Comedy, Drama",,
7733,7733,Kirket,-2019,132 min,"Drama, Sport",,
7738,7738,Kis Kis Ki Kismat,-2004,142 min,"Comedy, Drama, Romance",,
7739,7739,Kis Kisko Pyaar Karoon,-2015,133 min,"Comedy, Romance",,
7740,7740,Kis Kiss Ka Kissa,-2017,84 min,Drama,,
7742,7742,Kisaan,-2009,100 min,"Action, Crime, Drama",,
7743,7743,Kisan Aur Bhagwan,-1974,142 min,"Action, Comedy, Drama",,
7744,7744,Kisan Kanya,-1937,137 min,Drama,,
7745,7745,Kishen Kanhaiya,-1990,160 min,"Action, Comedy, Drama",,
7754,7754,Kismat,-1995,149 min,"Musical, Family, Drama",,
7755,7755,Kismat,-2004,143 min,"Action, Drama",,
7758,7758,Kismat Konnection,-2008,153 min,"Comedy, Drama, Romance",,
7760,7760,Kismet,-1943,143 min,Drama,,
7763,7763,Kismet Ka Khel,-1956,137 min,"Action, Crime, Drama",,
7765,7765,Kismet Love Paisa Dilli,-2012,129 min,"Adventure, Comedy, Crime",,
7767,7767,Kismetwala,-1986,90 min,"Action, Drama",,
7769,7769,Kisna: The Warrior Poet,-2005,171 min,"Drama, Musical, Romance",,
7770,7770,Kiss Kis Ko,-2004,119 min,Musical,,
7774,7774,Kissaa Kursee Kaa,-1978,142 min,Drama,,
7775,7775,Kisse Pyaar Karoon?,-2009,123 min,"Action, Comedy, Crime",,
7776,7776,Kissebaaz,-2019,122 min,"Action, Comedy, Crime",,
7777,7777,Kissi Se Na Kehna,-1983,140 min,"Comedy, Romance",,
7778,7778,Kitaab,-1977,124 min,Drama,,
7781,7781,Kites,-2010,123 min,"Action, Drama, Romance",,
7783,7783,Kitne Door... Kitne Paas,-2002,146 min,"Comedy, Romance",,
7788,7788,Knock Out,-2010,117 min,"Action, Crime, Drama",,
7792,7792,Kohinoor,-1960,151 min,"Action, Adventure, Comedy",,
7793,7793,Kohra,-1993,173 min,"Mystery, Thriller",,
7794,7794,Kohraa,-1964,153 min,"Drama, Musical, Mystery",,
7795,7795,Kohraam,-1991,135 min,Action,,
7796,7796,Kohram,-1999,150 min,"Action, Comedy, Drama",,
7797,7797,Koi Aap Sa: But Lovers Have to Be Friends,-2005,142 min,"Comedy, Drama, Romance",,
7800,7800,Koi Hai,-2003,102 min,"Drama, Horror",,
7803,7803,Koi Jaane Na,-2021,141 min,Thriller,,
7804,7804,Koi Jeeta Koi Haara,-1976,124 min,"Drama, Romance",,
7806,7806,Koi Mere Dil Mein Hai,-2005,128 min,"Drama, Romance",,
7807,7807,Koi Mere Dil Se Poochhe,-2002,165 min,"Musical, Romance, Thriller",,
7810,7810,Koi... Mil Gaya,-2003,171 min,"Action, Drama, Romance",,
7815,7815,Kondaveeti Raja,-1986,140 min,"Action, Drama",,
7816,7816,Kondura (The Sage from the Sea),-1978,137 min,Drama,,
7821,7821,Kora Kagaz,-1974,125 min,"Drama, Musical, Family",,
7822,7822,Kosa,-2020,85 min,Drama,,
7824,7824,Koshish,-1972,125 min,Drama,,
7830,7830,Kottai Mariamman,-2001,140 min,Drama,,
7831,7831,Kottayam,-2020,100 min,"Crime, Drama, Romance",,
7833,7833,Koyelaanchal,-2014,145 min,"Action, Drama",,
7834,7834,Koyla,-1997,166 min,"Action, Drama, Musical",,
7836,7836,Kranti,-1981,187 min,"Action, Adventure, Drama",,
7837,7837,Kranti,-2002,142 min,"Action, Drama",,
7839,7839,Krantikari,-1997,140 min,"Action, Crime, Drama",,
7841,7841,Krantiveer,-1994,159 min,"Action, Crime, Drama",,
7842,7842,Krantiveer: The Revolution,-2010,159 min,"Action, Crime, Drama",,
7843,7843,Krazzy 4,-2008,110 min,"Comedy, Crime, Drama",,
7844,7844,Krina,-2018,130 min,Thriller,,
7845,7845,Krish Trish and Baltiboy: Face Your Fears,-2017,65 min,Animation,,
7846,7846,Krishan Avtaar,-1993,180 min,Action,,
7847,7847,Krishna,-1996,156 min,"Action, Drama, Romance",,
7848,7848,Krishna Arjun,-1997,130 min,Drama,,
7850,7850,Krishna Aur Kans,-2012,117 min,"Animation, Action, Adventure",,
7853,7853,Krishna Cottage,-2004,124 min,"Horror, Mystery",,
7865,7865,Kriya,-2020,96 min,"Drama, Fantasy, Horror",,
7866,7866,Kroadh,-1990,144 min,"Action, Crime, Drama",,
7867,7867,Krodh,-2000,141 min,"Action, Comedy, Drama",,
7870,7870,Krodhi,-1981,159 min,"Action, Crime, Thriller",,
7872,7872,Krrish,-2006,154 min,"Action, Adventure, Sci-Fi",,
7873,7873,Krrish 3,-2013,152 min,"Action, Adventure, Sci-Fi",,
7875,7875,Kshatriya,-1993,187 min,"Action, Drama, War",,
7876,7876,Kshay,-2011,92 min,Drama,,
7880,7880,Kucch Luv Jaisaa,-2011,105 min,Drama,,
7881,7881,Kucch To Hai,-2003,143 min,"Horror, Mystery",,
7883,7883,Kuch Der Aur,-2018,65 min,Drama,,
7885,7885,Kuch Khatta Kuch Meetha,-2007,140 min,Comedy,,
7886,7886,Kuch Khatti Kuch Meethi,-2001,120 min,"Comedy, Drama, Romance",,
7887,7887,Kuch Kuch Hota Hai,-1998,177 min,"Comedy, Drama, Musical",,
7888,7888,Kuch Kuch Locha Hai,-2015,143 min,"Comedy, Drama",,
7890,7890,Kuch Naa Kaho,-2003,169 min,"Comedy, Drama, Romance",,
7891,7891,Kuch Pal Pyar Ke,-2018,104 min,Drama,,
7893,7893,Kuch Tum Kaho Kuch Hum Kahein,-2002,171 min,"Action, Drama, Romance",,
7894,7894,Kuchh Bheege Alfaaz,-2018,116 min,Romance,,
7897,7897,Kuchh Meetha Ho Jaye,-2005,125 min,"Comedy, Romance",,
7898,7898,Kudiyon Ka Hai Zamaana,-2006,112 min,Comedy,,
7899,7899,Kudrat,-1981,164 min,"Drama, Mystery, Romance",,
7900,7900,Kudrat,-1998,186 min,"Action, Drama, Romance",,
7901,7901,Kudrat Ka Kanoon,-1987,150 min,Mystery,,
7904,7904,Kuk Doo Koo,-1985,107 min,Comedy,,
7905,7905,Kuku Mathur Ki Jhand Ho Gayi,-2014,109 min,"Comedy, Romance",,
7908,7908,Kuldip Patwal: I Didn't Do It!,-2017,128 min,"Crime, Drama, Mystery",,
7914,7914,Kundan,-1955,150 min,"Crime, Drama",,
7915,7915,Kundan,-1993,137 min,"Action, Drama",,
7918,7918,Kunwara,-2000,134 min,"Comedy, Drama, Romance",,
7920,7920,Kunwara Baap,-1974,137 min,"Comedy, Drama",,
7922,7922,Kunwara Paying Guest,-2007,86 min,Drama,,
7927,7927,Kurbaan,-1991,133 min,"Action, Drama, Romance",,
7928,7928,Kurbaan,-2009,161 min,"Action, Crime, Drama",,
7930,7930,Kurukshetra,-2000,129 min,"Action, Crime, Drama",,
7935,7935,Kuselan,-2008,165 min,"Comedy, Drama, Family",,
7937,7937,Kushti,-2010,121 min,Comedy,,
7939,7939,Kutte Ki Dum,-2018,143 min,Comedy,,
7945,7945,Kya Dilli Kya Lahore,-2014,98 min,"Drama, History, War",,
7947,7947,Kya Kehna,-2000,155 min,"Drama, Romance",,
7948,7948,Kya Love Story Hai,-2007,120 min,"Comedy, Drama, Romance",,
7952,7952,Kya Yahi Sach Hai,-2011,142 min,"Crime, Drama, Thriller",,
7954,7954,Kya Yehi Pyaar Hai,-2002,145 min,"Drama, Romance",,
7957,7957,Kyaa Kool Hai Hum,-2005,172 min,"Comedy, Mystery",,
7958,7958,Kyaa Kool Hain Hum 3,-2016,124 min,Comedy,,
7959,7959,Kyaa Super Kool Hain Hum,-2012,136 min,Comedy,,
7960,7960,Kyo Kii... Main Jhuth Nahin Bolta,-2001,131 min,"Action, Comedy, Drama",,
7961,7961,Kyon Ki...,-2005,160 min,"Drama, Romance",,
7965,7965,Kyun! Ho Gaya Na...,-2004,165 min,"Comedy, Drama, Romance",,
7967,7967,Laadla,-1994,169 min,"Drama, Family",,
7971,7971,Laadli Laila,-2011,87 min,Comedy,,
7972,7972,Laaga Chunari Mein Daag: Journey of a Woman,-2007,122 min,"Drama, Family, Romance",,
7978,7978,Laal Kaptaan,-2019,155 min,"Action, Adventure, Drama",,
7980,7980,Laal Rang,-2016,147 min,"Comedy, Crime, Drama",,
7983,7983,Laali Ki Shaadi Mein Laaddoo Deewana,-2017,130 min,"Comedy, Drama, Musical",,
7985,7985,Laat Saab,-1992,126 min,"Action, Crime, Drama",,
7988,7988,Laawaris,-1981,189 min,"Drama, Action, Musical",,
7989,7989,Laawaris,-1999,117 min,"Action, Crime, Drama",,
7990,7990,Lab Kush,-1966,125 min,Family,,
7998,7998,Ladies First,-2014,106 min,Romance,,
8002,8002,Ladies Tailor,-1981,148 min,Comedy,,
8003,8003,Ladies Tailor,-2006,117 min,Comedy,,
8004,8004,Ladies vs. Ricky Bahl,-2011,140 min,"Comedy, Crime, Drama",,
8008,8008,Ladki,-1953,161 min,Comedy,,
8029,8029,Lafange,-1975,137 min,"Drama, Family",,
8031,8031,Lafangey Parindey,-2010,126 min,"Action, Drama, Romance",,
8035,8035,Lagaan: Once Upon a Time in India,-2001,224 min,"Drama, Musical, Sport",,
8041,8041,Lage Raho Munna Bhai,-2006,144 min,"Comedy, Drama, Romance",,
8045,8045,Lagna Pahave Karun,-2013,125 min,Romance,,
8046,8046,Lagori,-2017,48 min,"Drama, Mystery, Thriller",,
8055,8055,Lahoo Ke Do Rang,-1997,172 min,"Action, Drama",,
8057,8057,Lahore,-2010,145 min,"Action, Drama, Sport",,
8058,8058,Lahore Confidential,-2021,68 min,"Crime, Drama, Thriller",,
8062,8062,Lahu Ke Do Rang,-1979,139 min,"Action, Drama",,
8069,8069,Laila,-2005,119 min,"Crime, Thriller",,
8071,8071,Laila Majnu,-1953,132 min,Romance,,
8073,8073,Laila Majnu,-2018,140 min,"Drama, Romance",,
8078,8078,Lajja,-2001,202 min,"Action, Crime, Drama",,
8080,8080,Lajwanti,-1958,120 min,"Drama, Family",,
8082,8082,Lajwanti,-2014,63 min,"Drama, Romance",,
8083,8083,Lakeer - Forbidden Lines,-2004,170 min,"Action, Romance",,
8084,8084,Lakeer Ka Fakeer,-2013,113 min,Crime,,
8091,8091,Lakhon Ki Baat,-1984,136 min,"Comedy, Musical, Romance",,
8092,8092,Lakhon Me Ek,-1971,155 min,"Comedy, Drama",,
8097,8097,Lakshmanrekha,-1991,133 min,Drama,,
8098,8098,Lakshmi,-1982,134 min,Drama,,
8099,8099,Lakshmi,-2014,115 min,Drama,,
8102,8102,Lakshya,-2004,186 min,"Action, Drama, Romance",,
8103,8103,Lal Baadshah,-1999,180 min,"Action, Drama",,
8104,8104,Lal Bangla,-1966,135 min,Mystery,,
8114,8114,Lal Kothi,-1978,123 min,Thriller,,
8118,8118,Lal Patthar,-1971,148 min,Drama,,
8119,8119,Lal Quila,-1960,134 min,Thriller,,
8120,8120,Lal Salaam,-2002,131 min,"Musical, Action, Drama",,
8121,8121,Lala Hardaul,-2012,147 min,History,,
8141,8141,Lambu Dada,-1992,142 min,"Action, Crime, Drama",,
8142,8142,Lamhaa: The Untold Story of Kashmir,-2010,152 min,"Action, Drama, Thriller",,
8143,8143,Lamhe,-1991,187 min,"Drama, Musical, Romance",,
8144,8144,Land of the Gods,-2016,92 min,Drama,,
8145,8145,Lanka,-2011,107 min,"Action, Crime, Drama",,
8153,8153,Lashkar,-1989,176 min,"Action, Crime, Drama",,
8155,8155,Lashtam Pashtam,-2018,108 min,Drama,,
8157,8157,Last Chance: The Moment I Finally Embraced the Futility of Existence,-2019,74 min,"Comedy, Drama",,
8160,8160,Lateef,-2013,118 min,"Action, Crime, Drama",,
8161,8161,Lateef to laden,-2018,92 min,Comedy,,
8164,8164,Latt Saheb,-1967,160 min,"Comedy, Drama, Musical",,
8167,8167,Lav Kush,-1997,110 min,"Adventure, Drama, Fantasy",,
8170,8170,Lava Kusa: The Warrior Twins,-2010,120 min,Animation,,
8172,8172,Lavanya Preeti,-1993,90 min,Drama,,
8181,8181,Laxmii,-2020,141 min,"Action, Comedy, Horror",,
8183,8183,Le Gaya Saddam,-2012,113 min,Comedy,,
8184,8184,Le Halua Le,-2012,125 min,"Comedy, Drama, Romance",,
8186,8186,Leader,-1964,176 min,"Comedy, Romance, Thriller",,
8187,8187,Leatherface,-1939,166 min,"Action, Adventure",,
8188,8188,Leaving Home: The Life and Music of Indian Ocean,-2008,115 min,"Documentary, Music",,
8193,8193,Lekar Hum Deewana Dil,-2014,140 min,"Comedy, Romance",,
8195,8195,Lekin...,-1990,171 min,"Drama, Fantasy, Musical",,
8196,8196,Lens,-2016,109 min,"Drama, Mystery, Thriller",,
8198,8198,Let's Be Friends!,-2002,149 min,"Comedy, Drama, Family",,
8199,8199,Let's Bring Our Heroes Home,-2004,163 min,"Action, Drama, Thriller",,
8201,8201,Let's Dance,-2009,125 min,"Crime, Drama, Musical",,
8202,8202,Let's Enjoy,-2004,108 min,Comedy,,
8205,8205,Let's Talk About 'It',-2017,77 min,"Horror, Mystery",,
8206,8206,Liar's Dice,-2013,104 min,"Adventure, Drama, Family",,
8207,8207,Libaas,-1988,137 min,Drama,,
8208,8208,LIE,-2017,145 min,"Action, Adventure, Thriller",,
8210,8210,Life Express,-2010,125 min,Drama,,
8211,8211,Life in a Metro,-2007,132 min,"Comedy, Drama, Romance",,
8212,8212,Life Is Beautiful,-2014,116 min,"Comedy, Romance",,
8213,8213,Life Ki Aisi Ki Taisi,-2017,130 min,Comedy,,
8214,8214,Life Ki Toh Lag Gayi,-2012,155 min,"Action, Comedy",,
