,Unnamed: 0,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Director,Actor,genres,movie_title,Actor_name,comb
0,439.0,tt0016240,Prem Sanyas,Prem Sanyas,1925.0,1926-02-04,Drama,97.0,"India, Germany",,"Franz Osten, Himanshu Rai","Edwin Arnold, Niranjan Pal",Bombay Talkies Films,"Seeta Devi, Himanshu Rai, Sarada Ukil, Ranibala, Prafulla Roy, Modhu Bose, Mrinalini Devi, Sunalini Devi, Sushil Ghosh, Sundar Rajam, Ekambi 'Wilhelm' Tongo",This adaptation of Arnold's 1861 Orientalist epic opens with documentary shots of tourists in Bombay watching street performers. Then a white-bearded old man sitting under the bodhi tree ...,6.8,134.0,,,,,3.0,1.0,,,,,,
1,672.0,tt0019374,Shiraz,Shiraz,1928.0,1929-10-21,"Drama, History, Romance",97.0,"India, UK, Germany",,Franz Osten,"Niranjan Pal, William A. Burton",Pro Patria Films,"Himanshu Rai, Charu Roy, Seeta Devi, Enakashi Rama Rao, Maya Devi, Profulla Kumar","A historical romance set in the Mughal Empire. Selima (Enakshi) is a princess-foundling raised by a potter and loved by her brother, Shiraz (Rai). She is abducted and sold as a slave to ...",7.0,229.0,,,16467.0,,4.0,9.0,,,,,,
2,787.0,tt0020286,Prapancha Pash,Prapancha Pash,1929.0,2008,"Adventure, Drama, Romance",74.0,"UK, India, Germany",English,Franz Osten,"Niranjan Pal, W.A. Burton",British Instructional Films (BIF),"Seeta Devi, Himanshu Rai, Charu Roy, Modhu Bose, Sarada Gupta, Tincory Chakrabarty, Lala Bijoykishen","Two neighboring Indian kingdoms are ruled by cousins - King Ranjit and King Sohat. Unbeknownst to Ranjit, Sohat is plotting to seize control of his kingdom.",6.5,710.0,,,2306.0,,8.0,14.0,,,,,,
3,1016.0,tt0021594,Alam Ara,Alam Ara,1931.0,1931-03-14,"Drama, Fantasy",124.0,India,"Hindi, Urdu",Ardeshir Irani,"Joseph David, Joseph David",Imperial Movietone,"Master Vithal, Zubeida, Jillo, Sushila, Prithviraj Kapoor, Elizer, W.M. Khan, Jagdish Sethi, L.V. Prasad","A period fantasy that told of the ageing king of Kamarpur, and his two rival queens, Navbahar and Dilbahar, and their rivalry when a fakir predicts that Navbahar will bear the king's heir. ...",6.3,106.0,,,,,,1.0,,,,,,
4,2308.0,tt0027256,Achhut Kanya,Achhut Kanya,1936.0,1936,"Drama, Musical, Romance",142.0,India,"Hindi, Urdu",Franz Osten,"J.S. Casshyap, Niranjan Pal",,"Devika Rani, Ashok Kumar, Monorama, Pramila, Kamta Prasad, Kusum Kumari, Anwari, P.F. Pithawala, Kishori Lal, Ishrat, N.M. Joshi, Khosla, Mumtaz Ali, Sunita Devi, Najam Naqvi","An ""untouchable"" girl and a Brahmin boy fall in love, but the strict caste system and the gossip of the villagers threaten to keep them apart.",6.5,104.0,,,,,2.0,1.0,,,,,,
5,2514.0,tt0028217,Sant Tukaram,Sant Tukaram,1936.0,2013-10-24,Biography,131.0,India,"Marathi, Hindi","Vishnupant Govind Damle, Sheikh Fattelal",Shivram Vashikar,Prabhat Films,"Vishnupant Pagnis, Gauri, B. Nandrekar, Shankar Kulkarni, Kusum Bhagwat, Shanta Majumdar, Master Chhotu, Pandit Damle, Kaka Bhagvat, Sri Bhagwat","This classic film chronicles the life of Tukaram (17th C.), one of Maharashtra's most popular saint poets, activating the 20th-C. resonances of his turning away from courtly Sanskrit ...",6.7,218.0,,,,,3.0,1.0,,,,,,
6,5736.0,tt0040067,Aag,Aag,1948.0,1948-08-06,"Musical, Romance",138.0,India,Hindi,Raj Kapoor,"Inder Raj Anand, Inder Raj Anand",R.K. Films Ltd.,"Nargis, Kamini Kaushal, Nigar Sultana, Kamal Kapoor, Indumati, Prem Nath, Raj Kapoor, Vishwa Mehra, Shree Ram, Brijmohan, M.C. Kapoor, Pushpa, Shankar, Sandow, S. Sethi","Failing to move on from his loss of childhood love, a man turns to his passion for theater.",7.5,343.0,,,,,5.0,2.0,,,,,,
7,6072.0,tt0041123,Andaz,Andaz,1949.0,1949,"Musical, Drama, Crime",148.0,India,Hindi,Mehboob Khan,"Shams Lucknowi, S. Ali Raza",Mehboob Productions,"Nargis, Dilip Kumar, V.H. Desai, Cuckoo, Raj Kapoor, Murad, Anwari, Amir Banu, Jamshedji, Abbas, Wasker, Abdul, Dyke","Dilip loves Neena, but she treats him only as a friend. Later she gets married to Rajan. When he comes to know that Dilip once loved Neena, he misunderstands them and things change a lot then.",7.4,460.0,,,,,7.0,3.0,,,,,,
8,6082.0,tt0041161,Barsaat,Barsaat,1949.0,1949-04-21,"Drama, Romance, Musical",171.0,India,Hindi,Raj Kapoor,"Ramanand Sagar, Ramanand Sagar",All India Film Corporation,"Nargis, Raj Kapoor, Prem Nath, K.N. Singh, Cuckoo, Nimmi, B.M. Vyas, Ratan Gaurang, Vishwa Mehra, Dolly Baldev, B.N. Khera, Prakash Arora, Pushpa Bimla, Master Sandow","Pran and Gopal fall in love with village girls while on a holiday. After returning home, Gopal continues to flirt with other girls. But Pran realizes that he has truly fallen in love.",7.9,535.0,,,,,4.0,2.0,,,,,,
9,6233.0,tt0041619,Mahal,Mahal,1949.0,1949,"Drama, Horror, Mystery",165.0,India,"Hindi, Urdu",Kamal Amrohi,Kamal Amrohi,Dube Industries,"Ashok Kumar, Madhubala, M. Kumar, Vijayalaxmi, Kanu Roy, S. Nazir, Eruch Tarapore, Sheela Naik, Leela Pandey, Neelam, Kaneez, Jagannath, Mohsin, Laxman Rao, S.A. Baker","A young lawyer is involved with a ghostly woman in his new house, where the builder and his fiancée died shortly after it was built.",7.1,364.0,4500000.0,,,,7.0,2.0,,,,,,
10,6742.0,tt0043306,Awaara,Awaara,1951.0,1951-12-14,"Drama, Musical, Romance",193.0,India,Hindi,Raj Kapoor,"Khwaja Ahmad Abbas, Khwaja Ahmad Abbas",All India Film Corporation,"Raj Kapoor, Nargis, Prithviraj Kapoor, K.N. Singh, Shashi Kapoor, Cuckoo, B.M. Vyas, Leela Mishra, Baby Zubeida, Leela Chitnis, Honey O'Brien, Om Prakash Mehra, Raju, Mansaram, Rajan","A poor young man named Raj joins a criminal gang to feed his mother. But when he falls in love with Rita, he decides to reform himself for her.",7.9,3534.0,,,,,19.0,13.0,,,,,,
11,6743.0,tt0043307,Baazi,Baazi,1951.0,1951,"Crime, Drama, Musical",143.0,India,Hindi,Guru Dutt,"Guru Dutt, Balraj Sahni",Navketan International Films,"Dev Anand, Geeta Bali, Kalpana Kartik, Roopa Verman, K.N. Singh, Johnny Walker, Krishan Dhawan, Rashid Khan, Habib, Srinath, Rashid Ahmed, Abu Baker, Nirmal Kumar",An ace gambler is forced to join a gambling syndicate in order to pay for the treatment of his ill sister and is framed for murder when he expresses his desire to get out.,7.3,304.0,,,,,4.0,1.0,,,,,,
12,6972.0,tt0043908,Pathala Bhairavi,Pathala Bhairavi,1951.0,1951-03-15,"Action, Adventure, Family",192.0,India,"Tamil, Telugu",Kadiri Venkata Reddy,"Kamalakara Kameshwara Rao, Pingali Nagendra Rao",Vijaya Pictures,"Taraka Rama Rao Nandamuri, S.V. Ranga Rao, Malathi K., Seeta Rama Anjaneyulu Chilakalapudi, Relangi Venkatramaiah, Balakrishnan, Padmanabham, Kamala Devi T.G., Lakshmikantam, Hemalathamma Rao, Girija, Surabhi Kamalabai, Chitti","A poor man, in love with a princess, is persuaded by an evil sorcerer to help him get the blessing of a Goddess.",8.5,605.0,,,,,3.0,2.0,,,,,,
13,6995.0,tt0043972,Il fiume,The River,1951.0,1952-04-22,"Drama, Romance",99.0,"France, UK, India, USA","English, Bengali",Jean Renoir,"Rumer Godden, Rumer Godden",Oriental International Films,"Nora Swinburne, Esmond Knight, Arthur Shields, Suprova Mukerjee, Thomas E. Breen, Patricia Walters, Radha, Adrienne Corri, June Tripp","Three adolescent girls growing up in Bengal, India, learn their lessons in life after falling for an older American soldier.",7.5,5484.0,,,53357.0,,43.0,62.0,,,,,,
14,7080.0,tt0044318,Il principe Yanez,Aan,1952.0,1952-07-04,"Action, Adventure, Drama",161.0,India,Hindi,Mehboob Khan,"R.S. Choudhury, S. Ali Raza",Mehboob Productions,"Dilip Kumar, Nimmi, Prem Nath, Nadira, Sheela Naik, Mukri, Murad, Nilambai, Cuckoo, Maya, Abdul, Agha Miraz, Amir Banu","After ascending to the throne, King Shamsher Singh begins a reign of terror and oppression. A young commoner named Jai then decides to challenge the king and kidnaps the king's sister.",7.1,263.0,350000.0,,,,5.0,4.0,,,,,,
15,7108.0,tt0044392,Baiju Bawra,Baiju Bawra,1952.0,1952,"Drama, Musical, Romance",165.0,India,Hindi,Vijay Bhatt,"R.S. Choudhury, R.S. Choudhury",Prakash Pictures,"Meena Kumari, Bharat Bhushan, Surendra, Kuldip Kaur, Bipin Gupta, Manmohan Krishna, B.M. Vyas, Mishra, Radhakrishan, Kesari, Rajan Haksar, Tabassum, Rai Mohan, Bhagwanji, Nadir","A young singer, in the time of Emperor Akbar the Great, sets out to avenge his father, killed in a disturbance near the house of a member of the Court.",7.4,320.0,,,,,3.0,2.0,,,,,,
16,7167.0,tt0044527,Daag,Daag,1952.0,1952,"Drama, Romance",149.0,India,Hindi,Amiya Chakrabarty,"Rajinder Singh Bedi, Amiya Chakrabarty",Dube Industries,"Dilip Kumar, Nimmi, Usha Kiran, Lalita Pawar, Kanhaiyalal Chaturvedi, Jawahar Kaul, Leela Mishra, C.S. Dubey, Krishnakant, Laxman Rao","Living a poor lifestyle with his widowed mother, Shankar sells toys for a living, but is addicted to alcohol. He is attracted to Parvati, who also lives a poor lifestyle along with her ...",7.1,150.0,,,,,5.0,,,,,,,
17,7242.0,tt0044761,Jaal,Jaal,1952.0,1952,"Crime, Thriller",165.0,India,Hindi,Guru Dutt,Guru Dutt,Film Art,"Dev Anand, Geeta Bali, K.N. Singh, Johnny Walker, Rashid Khan, Purnima, Krishna Kumari, Ram Singh, Raj Matwala","After losing his vision during a storm, Carlos lives with his sister, Maria, off of the Indian coast in a fishing village. One day a mysterious young woman, Lisa, enters their lives, ...",7.4,101.0,,,,,2.0,1.0,,,,,,
18,7247.0,tt0044778,I giganti della giungla,The Jungle,1952.0,1952-08-01,"Adventure, Drama",73.0,"India, USA","English, Tamil",William Berke,"Carroll Young, Orville H. Hampton",Voltaire-Modern Theatres Ltd.,"Rod Cameron, Cesar Romero, Marie Windsor, Ruby Mayer, M.N. Nambiar, David Abraham, Ramakrishna, Chitra Devi","A great white hunter and an Indian princess trek into the Indian jungle to investigate a number of wild animal stampedes which have resulted in the deaths of many people. On their journey, ...",5.0,102.0,125000.0,,,,13.0,7.0,,,,,,
19,7306.0,tt0044952,Nagarik,Nagarik,1952.0,1977-09-20,Drama,127.0,India,Bengali,Ritwik Ghatak,Ritwik Ghatak,Film Guild,"Ajit Banerjee, Kali Bannerjee, Gangapada Basu, Satindra Bhattacharya, Umanath Bhattacharya, Parijat Bose, Anil Chatterjee, Ketaki Dutta, Anil Ghosh, Mumtaz Ahmed Khan, Keshto Mukherjee, Shriman Pintoo, Prabhadevi, Sova Sen, Geeta Shome","Ramu,eldest son a family of migrants to Calcutta,is a fresh graduate searching for a job like many others in post-Partition Calcutta.",7.5,181.0,,,,,1.0,2.0,,,,,,
20,7455.0,tt0045467,Aah,Aah,1953.0,1953-03-22,"Drama, Musical, Romance",150.0,India,Hindi,Raja Nawathe,"Inder Raj Anand, Inder Raj Anand",R.K. Films Ltd.,"Nargis, Raj Kapoor, Vijayalaxmi, Pran, Ramesh Sinha, Bhupendra Kapoor, Leela Mishra, Rashid Khan, Sohanlal, Kusum, Mukesh","Allahabad-based Raj Raibahadur lives a wealthy lifestyle with his widowed businessman dad. His mom had passed away, a victim to tuberculosis, compelling his anxious dad to keep him away ...",7.3,259.0,,,,,,2.0,,,,,,
21,7541.0,tt0045693,Due ettari di terra,Do Bigha Zamin,1953.0,1953,Drama,131.0,India,Hindi,Bimal Roy,"Salil Choudhury, Paul Mahendra",Bimal Roy Productions,"Balraj Sahni, Nirupa Roy, Rattan Kumar, Murad, Rajlakshmi Devi, Nana Palsikar, Noor, Nasir Hussain, Rekha Mallick, Misra, Chitra, Jagdeep, Sarita Devi, Dilip Kumar Jr., Tiwari","In the hope of earning enough money to pay off his debts and save his land, a poor farmer becomes a rickshaw puller in the Calcutta and faces many difficulties.",8.4,1710.0,,,,,18.0,6.0,,,,,,
22,7699.0,tt0046164,Parineeta,Parineeta,1953.0,1953,"Drama, Romance",151.0,India,Hindi,Bimal Roy,"Moni Bhattacharjee, Saratchandra Chatterjee",Ashok Kumar Productions,"Ashok Kumar, Meena Kumari, Asitbaran, Sheila Kashmiri, Nasir Hussain, Badri Prasad, Pratima Devi, Rekha Mallick, Manju, Manorama, Shelley Bannerjee, Naina, Sarita, G. Vaid, Bhupendra Kapoor",Love blossoms between the son of wealthy man and his middle class neighbor. But their romance is put to the test both by a feud between the families and by the entrance of a rival for the girl's affection.,7.0,126.0,,,,,2.0,,,,,,,
23,7750.0,tt0046304,Sharey Chuattar,Sharey Chuattar,1953.0,1953,"Comedy, Romance, Sci-Fi",98.0,India,Bengali,Nirmal Dey,"Bijon Bhattacharya, Nirmal Dey",,"Deben Bandopadhyay, Bhanu Bannerjee, Gurudas Bannerjee, Sital Bannerjee, Dhananjoy Bhattacharya, Panchanan Bhattacharya, Parijat Bose, Reba Bose, Tulsi Chakraborty, Ajit Chatterjee, Molina Devi, Salil Dutta, Aditya Ghosh, Bibhuti Gupta, Nabadwip Halder",The owner of Annapurna boarding house faces trouble for letting a girl stay at the boys hostel.,8.1,324.0,,,,,2.0,,,,,,,
24,7852.0,tt0046673,Aar-Paar,Aar-Paar,1954.0,1954,"Musical, Romance, Thriller",146.0,India,Hindi,Guru Dutt,"Abrar Alvi, Nabendu Ghosh",Guru Dutt Films Pvt. Ltd.,"Shyama, Guru Dutt, Jagdish Sethi, Johnny Walker, Jagdeep, Shakila, Bir Sakuja, Rajendra, Amir Banu, Rashid Khan, M.A. Latif","An ex-convict gets a job as a taxi driver to change his girlfriend's prejudiced father's view of him, and becomes embroiled with a criminal gang in the process.",6.7,211.0,,,,,5.0,2.0,,,,,,
25,7862.0,tt0046703,Amar,Amar,1954.0,1954,"Drama, Musical, Romance",149.0,India,Hindi,Mehboob Khan,"S.K. Kalla, Agha Jani Kashmiri",Mehboob Productions,"Madhubala, Nimmi, Dilip Kumar, Jayant, Ulhas, Mukri, Husn Banu, Amar, Siddiqui, Murad, Pandey, Haroon, Agha Miraz, Shakeel Nomani, Shahin","Anju Rai lives a wealthy lifestyle with her widowed dad in a palatial house. She is now of marriageable age, and her dad has arranged her marriage with Advocate Amarnath. Both Anju and ...",7.0,158.0,,,,,6.0,1.0,,,,,,
26,7899.0,tt0046799,Boot Polish,Boot Polish,1954.0,1954-08-20,"Comedy, Drama, Family",149.0,India,Hindi,Prakash Arora,"Bhanu Pratap, Bhanu Pratap",R.K. Films Ltd.,"Kumari Naaz, Rattan Kumar, David Abraham, Chand Burke, Veera, Bhupendra Kapoor, Shailendra, Mohanbali, Nissar, Bhudo Advani, Prabhu Arora","Preteen brother and sister, abandoned by their father to care of an abusive prostitute aunt, survive life in an Indian squatters' camp, aided by a friendly cripple, by learning to shine shoes instead of begging.",8.1,710.0,,,,,10.0,3.0,,,,,,
27,8156.0,tt0047561,Taxi Driver,Taxi Driver,1954.0,1954,"Musical, Romance",133.0,India,Hindi,Chetan Anand,"Chetan Anand, Uma Anand",Navketan International Films,"Dev Anand, Kalpana Kartik, Sheila Ramani, Johnny Walker, Bhagwan Sinha, Patanjal, Shujju, Kamal Singh, Vernon Corke, Krishan Dhawan, Rashid Khan, M.A. Latif, Parveen Kaul, Hamid Sayani","Mangal drives a taxi by day, then drinks at night, listens to his singer girlfriend Sylvie and then goes into a drunken stupor - and wakes up with a hangover. One day, while assisting ...",7.1,246.0,,,,,4.0,1.0,,,,,,
28,8283.0,tt0047990,Devdas,Devdas,1955.0,1955-12-30,"Drama, Musical, Romance",159.0,India,Hindi,Bimal Roy,"Rajinder Singh Bedi, Saratchandra Chatterjee",Bimal Roy Productions,"Dilip Kumar, Suchitra Sen, Vyjayanthimala, Motilal, Nasir Hussain, Murad, Kanhaiyalal Chaturvedi, Moni Chatterjee, Iftekhar, Shivraj, Nana Palsikar, Ashim Kumar, Ram Kumar, Vikram Kapoor, Ved",The scion of a wealthy landowner family turns to alcohol and self-pity and slowly self-destructs after class differences force him to break off his relationship with his childhood sweetheart.,8.0,1641.0,,,,,12.0,7.0,,,,,,
29,8431.0,tt0048392,Mr. & Mrs. '55,Mr. & Mrs. '55,1955.0,1955,"Comedy, Musical, Romance",157.0,India,Hindi,Guru Dutt,Abrar Alvi,Guru Dutt Films Pvt. Ltd.,"Madhubala, Guru Dutt, Lalita Pawar, Johnny Walker, Yasmin, Kumkum, Tun Tun, Cuckoo, Radhika, Anwari, Agha, Haroon, Rooplaxmi, Moni Chatterjee, Al Nasir","A young, naive heiress, in custody of a martinet and flamingly feminist aunt is forced into a 'marriage of convenience' with an unemployed cartoonist in an attempt to save her millions - a ...",7.2,451.0,,,,,12.0,2.0,,,,,,
30,8457.0,tt0048473,Il lamento sul sentiero,Pather Panchali,1955.0,1955-08-26,Drama,125.0,India,Bengali,Satyajit Ray,"Bibhutibhushan Bandyopadhyay, Satyajit Ray",Government of West Bengal,"Kanu Bannerjee, Karuna Bannerjee, Chunibala Devi, Uma Das Gupta, Subir Banerjee, Runki Banerjee, Reba Devi, Aparna Devi, Tulsi Chakraborty, Haren Banerjee, Rampada Das, Nibhanani Devi, Rama Gangopadhaya, Roma Ganguli, Binoy Mukherjee","Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",8.6,22206.0,,134241.0,135342.0,,130.0,117.0,,,,,,
31,8513.0,tt0048613,Shree 420,Shree 420,1955.0,1955-09-06,"Comedy, Crime, Drama",168.0,India,Hindi,Raj Kapoor,"Khwaja Ahmad Abbas, Khwaja Ahmad Abbas",R.K. Films Ltd.,"Nargis, Raj Kapoor, Nadira, Nemo, Lalita Pawar, M. Kumar, Hari Shivdasani, Nana Palsikar, Bhudo Advani, Pesi Patel, Ramesh Sinha, Rashid Khan, Sheela Vaz, S.P. Berry, Kathana","When a young man from a small town decides to make it big in a city, he faces several challenges.",8.1,2440.0,,,,,8.0,3.0,,,,,,
32,8593.0,tt0048956,L'invitto,Aparajito,1956.0,1959-05-20,Drama,110.0,India,Bengali,Satyajit Ray,"Bibhutibhushan Bandyopadhyay, Satyajit Ray",Angel Digital Private Limited,"Kamala Adhikari, Lalchand Banerjee, Kali Bannerjee, Kanu Bannerjee, Karuna Bannerjee, Panchanan Bhattacharya, Debabrata Chakraborty, Harendrakumar Chakravarti, Hemanta Chatterjee, Meenakshi Devi, Subodh Ganguli, Smaran Ghosal, Charuprakash Ghosh, Santi Gupta, Ajay Mitra","Following his father's death, a boy leaves home to study in Calcutta, while his mother must face a life alone.",8.4,11088.0,,134241.0,134241.0,,44.0,73.0,,,,,,
33,8638.0,tt0049041,C.I.D.,C.I.D.,1956.0,1956-04-06,"Action, Crime, Musical",146.0,India,Hindi,Raj Khosla,Inder Raj Anand,Guru Dutt Films Pvt. Ltd.,"Dev Anand, Shakila, Johnny Walker, K.N. Singh, Kumkum, Bir Sakuja, Minoo Mumtaz, Mehmood, Tun Tun, Jagdish Raj, Sheela Vaz, Prabhu Dayal, Ramesh Sharma, Paul Sharma, Sudesh Sharma","A newspaper editor gets murdered when he was about to expose the underworld links of a rich person. So, a C.I.D inspector gets assigned to investigate the murder case.",7.4,597.0,,,,,5.0,3.0,,,,,,
34,8649.0,tt0049072,Chori Chori,Chori Chori,1956.0,1956,"Comedy, Musical, Romance",158.0,India,Hindi,Anant Thakur,"Agha Jani Kashmiri, Agha Jani Kashmiri",A.V.M. Productions,"Nargis, Raj Kapoor, Gope, Master Bhagwan, Pran, David Abraham, Mukri, Raj Mehra, Indira Bansal, Amir Banu, Rajasulochana, Neelam, Johnny Walker, Maruti",A spoiled rich girl on the run travels with a reporter looking for a news scoop.,7.8,445.0,,,,,3.0,2.0,,,,,,
35,8764.0,tt0049378,Jagte Raho,Jagte Raho,1956.0,1956,"Comedy, Drama",153.0,India,"Hindi, Bengali","Amit Mitra, Sombhu Mitra","Khwaja Ahmad Abbas, Amit Mitra",R.K. Films Ltd.,"Pradeep Kumar, Sumitra Devi, Smriti Biswas, Pahadi Sanyal, Sulochana Chatterjee, Daisy Irani, Nemo, Motilal, Nana Palsikar, Iftekhar, Vikram Kapoor, Moni Chatterjee, Parsuram, Bhupendra Kapoor, Krishnakant",An innocent guy who has arrived from a village to Kolkata gets himself involved into trouble in search of water after he gets thirsty in the middle of the night.,8.4,837.0,,,,,8.0,,,,,,,
36,8768.0,tt0049393,Kabuliwala,Kabuliwala,1957.0,1957-06-01,Drama,116.0,India,Bengali,Tapan Sinha,"Premendra Mitra, Tapan Sinha",,"Chhabi Biswas, Oindrila Tagore, Radhamohan Bhattacharya, Manju Dey, Kali Bannerjee, Nutu Basu, Jayashree Biswas, Jiben Bose, Parijat Bose, Piyush Bose, Lalu Burman, Rasuraj Chakraborthy, Nripati Chatterjee, Shrabani Chowdhury, Dhiraj Das","Rahmat a middle-aged fruit seller from Afghanistan, comes to Calcutta to hawk his merchandise and befriends a small Bengali girl called Mini.",7.8,264.0,,,,,3.0,,,,,,,
37,9019.0,tt0050188,Mother India,Mother India,1957.0,1957-10-25,"Drama, Musical, Family",172.0,India,Hindi,Mehboob Khan,"Wajahat Mirza, S. Ali Raza",Mehboob Productions,"Nargis, Sunil Dutt, Rajendra Kumar, Raaj Kumar, Kanhaiyalal Chaturvedi, Jilloo Maa, Kumkum, Chanchal, Sheela Naik, Mukri, Siddiqui, Ram Shastri, Fakir Mohammad, Geeta, Hameeda","In this melodrama, a poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles, always sticks to her own moral code.",8.1,8348.0,,,,53.0,25.0,27.0,,,,,,
38,9075.0,tt0050322,Due occhi e dodici mani,Do Ankhen Barah Haath,1957.0,1957,"Comedy, Crime, Drama",143.0,India,"Hindi, English",Shantaram Rajaram Vankudre,G.D. Madgulkar,Rajkamal Kala Mandir,"Shantaram Rajaram Vankudre, Sandhya, Ulhas, B.M. Vyas, Paul Sharma, S.K. Singh, Gajendra, G. Ingawale, Chandarkar, Tyagraj, Asha Devi, Shankarrao Bhosle, Samar, Sunil, Baburao Pendharkar","Progressive, reform-minded young warden gets permission to take six surly murderers from prison to dilapidated country farm, to rehabilitate it and themselves through hard work and kindly guidance.",8.4,1625.0,,,,,14.0,3.0,,,,,,
39,9130.0,tt0050484,Harano Sur,Harano Sur,1957.0,1957,"Drama, Romance",162.0,India,Bengali,Ajoy Kar,Nripendrakrishna Chatterjee,Alochhaya Productions,"Khitish Acharya, Shishir Batabyal, Parijat Bose, Ira Chakraborty, Dhiraj Das, Lina Debi, Chandrabati Devi, Utpal Dutt, Kajari Guha, Uttam Kumar, Preeti Majumdar, Dipak Mukherjee, Haren Mukherjee, Shailen Mukherjee, Khagen Pathak",A lady doctor rescue an amnesiac patient and fells in love with him.,7.6,245.0,,,,,4.0,1.0,,,,,,
40,9192.0,tt0050665,Madhumati,Madhumati,1958.0,1958-09-12,"Fantasy, Musical, Mystery",110.0,India,Hindi,Bimal Roy,"Ritwik Ghatak, Rajinder Singh Bedi",Bimal Roy Productions,"Dilip Kumar, Vyjayanthimala, Johnny Walker, Pran, Jayant, Tiwari, Misra, Baij Sharma, Bhudo Advani, Jagdish, Sagar, Ranjit Sood, Shivji Bhai, Tarun Bose","A young man takes shelter in a mansion when a landslide blocks his route to the railway station. Then, he finds the mansion familiar and soon learns about the story of his previous birth.",8.0,1168.0,,,,,12.0,5.0,,,,,,
41,9224.0,tt0050757,Nau Do Gyarah,Nau Do Gyarah,1957.0,1957,"Comedy, Romance, Thriller",170.0,India,Hindi,Vijay Anand,,Navketan International Films,"Dev Anand, Kalpana Kartik, Shashikala, Jeevan, Madan Puri, Lalita Pawar, Rashid Khan, Krishan Dhawan, Baby Lata, M.A. Latif","Runaway wealthy heiress, Raksha, joins a traveller, Madan, in a small truck, heading toward the home of his uncle, Manoharlal. When they reach their destination, they are informed that ...",6.9,134.0,,,,,6.0,1.0,,,,,,
42,9225.0,tt0050758,Naya Daur,Naya Daur,1957.0,1957-08-15,"Drama, Musical, Romance",173.0,India,Hindi,B.R. Chopra,"Akhtar Mirza, Akhtar Mirza",NH Studioz,"Dilip Kumar, Vyjayanthimala, Ajit, Chand Usmani, Jeevan, Nasir Hussain, Manmohan Krishna, Leela Chitnis, S.N. Banerjee, Pratima Devi, S. Nazir, Munshi Munakka, Ravikant, Sagar, Uma Dutt","When the son of a landlord decides to modernize his business by replacing the horse carts with buses, a horse cart rider decides to challenge him.",8.1,1033.0,,,441157.0,,6.0,2.0,,,,,,
43,9254.0,tt0050829,Paying Guest,Paying Guest,1957.0,1957,"Comedy, Crime, Drama",157.0,India,"Hindi, Urdu, English",Subodh Mukherji,"Nasir Hussain, Subodh Mukherji",Filmistan,"Dev Anand, Nutan, Gajanan Jagirdar, Sajjan, Shubha Khote, Gani, Dulari, Rajendra, Chaman Puri, Sailen Bose, Gitanjali, Master Bapu, Lala Yaqoob","An incompetent lawyer gets evicted, dons the guise of an old man to gain accommodation, falls for the owner's daughter, then faces numerous life-changing challenges.",7.1,213.0,,,,,4.0,,,,,,,
44,9268.0,tt0050870,Sete eterna,Pyaasa,1957.0,1957-02-19,"Drama, Musical, Romance",146.0,India,Hindi,Guru Dutt,"Abrar Alvi, François-Xavier Durandy",Guru Dutt Films Pvt. Ltd.,"Guru Dutt, Waheeda Rehman, Mala Sinha, Rehman, Johnny Walker, Kumkum, Leela Mishra, Shyam, Mehmood, Radheshyam, Tun Tun, Maya Dass, Moni Chatterjee, Ashita, Neel Kamal",A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,8.5,5313.0,,,,,45.0,31.0,,,,,,
45,9355.0,tt0051117,Tumsa Nahin Dekha,Tumsa Nahin Dekha,1957.0,1957,"Musical, Romance",156.0,India,Hindi,Nasir Hussain,"Nasir Hussain, Nasir Hussain",Filmistan,"Shammi Kapoor, Ameeta, Pran, Raj Mehra, B.M. Vyas, Sheela Vaz, Kanu Roy, Ram Avtar, S.K. Singh, Anjali Devi, Rajendra, M.B. Shetty, S.L. Puri, Harbance Kumar","Twenty years ago, after killing his brother, Sardar Rajpal flees from his hometown in Shillong and re-locates in the rural area of Assam along with his adopted daughter, Meena. He asks his ...",7.3,114.0,,,,,3.0,,,,,,,
46,9404.0,tt0051343,Ajantrik,Ajantrik,1958.0,1987-10-22,Drama,102.0,India,Bengali,Ritwik Ghatak,"Ritwik Ghatak, Subodh Ghosh",L.B.Films International,"Kali Bannerjee, Gangapada Basu, Satindra Bhattacharya, Tulsi Chakraborty, Anil Chatterjee, Shriman Deepak, Kajal Gupta, Gyanesh Mukherjee, Keshto Mukherjee, Sita Mukherjee","Bimal is a taxi-driver in a small town. His taxi is his only companion and, although very battered, it is the apple of Bimal's eye. The film shows the love of taxi driver Bimal and his pathetic vehicle Jagaddal.",7.7,483.0,,,,,4.0,4.0,,,,,,
