,Unnamed: 0,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Director,Actor,genres,movie_title,Actor_name,comb
1894,44032.0,tt0374497,Amma Nanna O Tamila Ammayi,Amma Nanna O Tamila Ammayi,2003.0,2003-04-19,"Action, Drama, Sport",154.0,India,Telugu,Puri Jagannadh,Kona Venkat,Vaishno Academy,"Ravi Teja, Prakash Raj, Jayasudha, Asin Thottumkal, M.S. Narayana, Dharmavarapu Subramanyam, Aishwarya, Ali, Alphonsa, Ganesh Babu, Jogi Naidu, Gowtam Raju, Jogi Krishnam Raju, Subbaraju","A former kick-boxer, after death of his wife, trains his son who hates him for boxing match for revenge on his former student.",7.3,743.0,,,3457284.0,,,2.0,,,,,,
1895,44042.0,tt0374660,Footpath,Footpath,2003.0,2003-08-15,"Action, Crime, Drama",164.0,India,Hindi,Vikram Bhatt,"Mahesh Bhatt, Girish Dhamija",Tips Films Pvt. Ltd.,"Aftab Shivdasani, Bipasha Basu, Rahul Dev, Emraan Hashmi, Aparna Tilak, Irrfan Khan, Anup Soni, Kannan, Anupama Verma, Arif Zakaria, Suresh Singh, Naushaad Abbas, Banjara, Firdaus Mevawala, Santosh Shetty","Two friends of a man help him avenge his father's death. Years later, he reunites with his friends who have now become criminals. What they don't know, is that he is now an undercover cop.",5.4,774.0,,,822817.0,,7.0,2.0,,,,,,
1896,44050.0,tt0374887,Munna Bhai M.B.B.S.,Munna Bhai M.B.B.S.,2003.0,2003-12-19,"Comedy, Drama, Musical",156.0,India,Hindi,Rajkumar Hirani,"Vidhu Vinod Chopra, Rajkumar Hirani",Vinod Chopra Productions,"Sanjay Dutt, Arshad Warsi, Gracy Singh, Sunil Dutt, Boman Irani, Rohini Hattangadi, Kurush Deboo, Jimmy Sheirgill, Yatin Karyekar, Khurshed Lawyer, Bomie E. Dotiwala, Rohitash Gaud, Priya Bapat, Rita Puri, Surendra Rajan",A gangster sets out to fulfill his father's dream of becoming a doctor.,8.1,72025.0,,48772.0,3137716.0,,84.0,4.0,,,,,,
1897,44058.0,tt0375066,Simhadri,Simhadri,2003.0,2003-07-11,"Action, Drama",170.0,India,Telugu,S.S. Rajamouli,"Vijayendra Prasad, S.S. Rajamouli",V.M.C. Productions,"N.T. Rama Rao Jr., Bhoomika Chawla, Ankita, Nassar, Mukesh Rishi, Brahmanandam, Rahul Dev, Sharat Saxena, Bhanuchander, Chalapathi Rao, S.S. Kanchi, Srinivasa Rao Kota, Venu Madhav, Ragini, Rallapalli","Simhadri, A loyal servant in a landlords house also leads a secret life as Singamalai. A powerful leader in the state of Kerala",7.4,2406.0,,,5369273.0,,2.0,2.0,,,,,,
1898,44071.0,tt0375514,12 B,12 B,2001.0,2001-09-28,"Comedy, Drama, Fantasy",150.0,India,Tamil,Jeeva,"Bhagyaraj, Jeeva",Divo,"Shaam, Jyotika, Mayilsamy, Moon Moon Sen, Sunil Shetty, Simran, L. Srinath, Vivek",A young college graduate misses a bus to a job interview - the film examines the possible outcomes had he caught the bus.,6.4,311.0,,,,,1.0,1.0,,,,,,
1899,44076.0,tt0375571,Ayitha Ezhuthu,Ayitha Ezhuthu,2004.0,2004-05-21,"Action, Drama, Thriller",160.0,India,Tamil,Mani Ratnam,"Mani Ratnam, Sujatha",Madras Talkies,"Suriya, Madhavan, Siddharth, Meera Jasmine, Esha Deol, Trisha Krishnan, Bharathiraja, Janakaraj, Karthi, R.S. Shivaji, Sriman, Suchitra, T.S. Suresh, Ejji K. Umamahesh",Three men and their accidental meeting on Napier Bridge will change their lives forever.,7.8,3146.0,,,,,14.0,1.0,,,,,,
1900,44077.0,tt0375611,Black,Black,2005.0,2005-02-04,Drama,122.0,India,"Hindi, English",Sanjay Leela Bhansali,"Sanjay Leela Bhansali, Bhavani Iyer",Applause Bhansali Productions,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor, Dhritiman Chatterjee, Sillo Mahava, Chippy Gangjee, Mahabanoo Mody-Kotwal, Salome, Kenneth Desai, Arif Shah, Bomie E. Dotiwala, Jeroo Shroff, Bomi Kapadia, Kamal Adib","The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",8.2,32884.0,180000000.0,754819.0,1266341.0,,180.0,30.0,,,,,,
1901,44079.0,tt0375657,Chronic Bachelor,Chronic Bachelor,2003.0,2003-02-10,"Comedy, Drama",154.0,India,Malayalam,Siddique,Siddique,,"Aniyappan, Byon, Joemon Joshy, Mammootty, Seema G. Nair, Mukesh, Rambha, Bhavana, Innocent, Harisree Asokan, Indraja, Lalu Alex, Janardanan, Biju Menon, K.P.A.C. Lalitha",Satyapratapan (Mammootty) and Kuruvila (Innocent) are chronic bachelors. Sp's sister Sandhya lives as a paying guest in their neighbourhood. Problems begin when Mukesh and Harishree Ashokan join Mammootty and Rambha joins Sandhya.,6.5,613.0,,,,,1.0,,,,,,,
1902,44082.0,tt0375705,Dhill,Dhill,2001.0,2001,"Action, Drama",158.0,India,"Tamil, Hindi",Dharani,Bharathan,Lakshmi Productions,"Vikram, Laila, Ashish Vidyarthi, Nassar, Vivek, Deepa Venkat, Charu Haasan, Fefsi Vijayan, Pandu, Mayilsamy, Joy Badlani","A young police aspirant gets into an altercation with a corrupt cop, who then proceeds to ruin his life and career prospects.",7.0,749.0,,,,,2.0,,,,,,,
1903,44083.0,tt0375733,Encounter: The Killing,Encounter: The Killing,2002.0,2002-08-09,"Crime, Drama",150.0,India,Hindi,Ajay Phansekar,Ajay Phansekar,Shringar Films Pvt. Ltd.,"Naseeruddin Shah, Dilip Prabhavalkar, Tara Deshpande, Akash Khurana, Ratna Pathak Shah, Sanjeev Dabholkar, Rahul Mahendale, Sachin Shivsagar, Sushant Shellar, Mahesh Jadhav, Yash Kadam, Sushant Shelar","After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body.",6.5,134.0,,,,,2.0,4.0,,,,,,
1904,44087.0,tt0375791,Gundaraj,Gundaraj,1995.0,1995-09-07,Action,140.0,India,Hindi,Guddu Dhanoa,"Anees Bazmee, Robin Henry",Tridev Arts,"Ajay Devgn, Amrish Puri, Kajol, Asrani, Mohnish Bahl, Mohan Joshi, Sharat Saxena, Anjali Jathar, Deven Verma, Shashi Sharma, Madan Jain, Beena Banerjee, Usha Nadkarni, Achyut Potdar, Jaspal Sandhu",Ajay Chauvan lives with his parents and a younger sister. Ajay loves Pooja and hopes to get marry to her one day; he prepares a job application and send it to various places but in the ...,4.2,332.0,,,,,2.0,,,,,,,
1905,44090.0,tt0375878,Kaakha..Kaakha: The Police,Kaakha..Kaakha: The Police,2003.0,2003-08-01,"Action, Crime, Drama",153.0,India,Tamil,Gautham Menon,"Morgan Anthony, Gautham Menon",Photon Factory,"Suriya, Jyotika, 'University' Jeevan, Daniel Balaji, Vivek Anand, Devadarshini Chetan, Sethu Rajan, Yog Japi, Ramya Krishnan, Clive Dev, Yog Japee, Gautham Menon","After a police team kills his brother, a drug-dealing gangster vows to kill the entire team and their respective families.",8.0,4478.0,50000000.0,,,,13.0,2.0,,,,,,
1906,44091.0,tt0375880,Kaadhal Konden,Kaadhal Konden,2003.0,2003,"Drama, Musical, Thriller",150.0,India,Tamil,K. Selvaraghavan,,R.K Productions,"Dhanush, Sonia Agarwal, Sudip, Daniel Balaji, Rambo Raj Kumar, Nagesh, Srikanth","Exploring into the mind of a youth who is mentally and physically abused in his childhood, the film shows how he slowly turns into a psychopath who kills anyone who comes in the way of the girl for whom he has an obsessive love!",7.9,1719.0,,,,,4.0,,,,,,,
1907,44092.0,tt0375887,Kamaraj,Kamaraj,2004.0,2004-02-13,"Biography, Drama",121.0,India,Tamil,A. Balakrishnan,,Ramana Communications,"J. Mahendran, Richard Mathuram, Sampath, K. Vijayan",The film is a biographical sketch of the former Chief Minister of the then Madras State and the All-India Congress Committee secretary and a respected national figure. The film starts with ...,7.0,105.0,,,,,2.0,,,,,,,
1908,44093.0,tt0375890,Kanoon,Kanoon,1994.0,1994-04-01,"Action, Drama",104.0,India,Hindi,Sushma Shiromani,"Ranbir Pushp, Sushma Shiromani",Shiromanee Chitra,"Ajay Devgn, Urmila Matondkar, Kiran Kumar, Gulshan Grover, Alok Nath, Reema Lagoo, Prem Chopra, Asha Sharma, Arun Govil, Ajay Nagrath, Yunus Parvez, Johnny Lever, Ishrat Ali, Sudhir Dalvi, Bharat Kapoor",An evil landowner kills the family of a judge for sentencing him. But the judge's son misses the attack and plans his revenge.,3.0,123.0,,,,,1.0,,,,,,,
1909,44099.0,tt0375997,Nandha,Nandha,2001.0,2001-11-14,"Action, Drama",165.0,India,Tamil,Bala,Bala,Aparanjeeth Films,"Suriya, Laila, Raj Kiran, Rajashri, Karunas, Saravanan, Sheela Kaur, 'Nandha' Saravanan, Vinoth Kishan","Looking to put behind a past that haunts him, Nandha tries to reconcile with his mother and live life on his terms.",7.6,1485.0,,,,,4.0,1.0,,,,,,
1910,44100.0,tt0376003,New,New,2004.0,2004,"Comedy, Drama, Musical",200.0,India,Tamil,S.J. Suryah,S.J. Suryah,Annai Marymaatha Creations,"Brahmanandam, Nassar, Kiran Rathod, Simran, S.J. Suryah",It is the Tamil remake of 'Big'. SJ Suryah is a young man with an immature mind. He falls in love with Simran and gets married to her. The troubles that they encounter form the story.,6.3,329.0,,,,,2.0,,,,,,,
1911,44104.0,tt0376061,Pattalam,Pattalam,2003.0,2003-09-01,"Action, Comedy, Drama",159.0,India,Malayalam,Lal Jose,Reji Nair,,"Mammootty, Biju Menon, Tessa, Jyothirmayi, Innocent, Jagathi Sreekumar, Salim Kumar, Kalabhavan Mani, Sukumari, Saikumar, Indrajith Sukumaran, Mala Aravindan, Oduvil Unnikrishnan, Sudheesh, Mammukoya","Deals with sweet,funny&hillarious incidents that takes place in a village when a miltry squards tend in a village as a report of terrorist attack.",5.0,304.0,,,,,2.0,,,,,,,
1912,44105.0,tt0376076,Pithamagan,Pithamagan,2003.0,2003-10-24,"Action, Drama",139.0,India,Tamil,Bala,Bala,Evergreen Communications,"Vikram, Suriya, Laila, Sangeetha, Mahadevan, Karunas, Manobala, Motta Rajendran, 'Ganja' Karuppu, Ramji, Swaminathan, T.P. Gajendran, Soundar, Stun Shiva, Simran","Chittan, a social outcast, has grown up in a cemetery. A drug dealer finds him a job in a cannabis farm. In prison, he meets a conman, Shakti. This friendship transforms him from his stony existence.",8.4,4743.0,80000000.0,,,,9.0,4.0,,,,,,
1913,44106.0,tt0376080,Platform,Platform,1993.0,1993-04-23,"Action, Crime, Drama",150.0,India,Hindi,Deepak Pawar,Robin Bhatt,,"Ajay Devgn, Tisca Chopra, Priya, Prithvi, Nandini Singh, Paresh Rawal, Kiran Kumar, Arun Bakshi, Anjana Mumtaz, Mohnish Bahl, Mushtaq Khan, Dinesh Anand, Hussain Khan, Javed Khan, Nandini","Vikram is a hardworking farmer who lives in a village with his mother and younger brother, Rajoo. Vikram utilizes all his efforts and money to educate Rajoo; when their mother passes away ...",3.7,178.0,,,,,1.0,,,,,,,
1914,44110.0,tt0376127,Anniyan,Anniyan,2005.0,2005-06-10,"Action, Drama, Thriller",181.0,India,Tamil,S. Shankar,"Gopal Ram, S. Shankar",Oscar Films International,"Vikram, Sada, Prakash Raj, Vivek, Nedumudi Venu, Nassar, Kalabhavan Mani, Cochin Hanifa, Saurabh Shukla, Charlie, Sriranjani, Mohan Vaidya, Manobala, Shanmugha Rajan, Amarasigamani","Ramanujam, who suffers from multiple personality disorder, works as a lawyer by day and a vigilante at night. He uses tips from the 'Garuda Purana' as his tools to expose various antisocial elements.",8.2,13769.0,280000000.0,,,,66.0,13.0,,,,,,
1915,44112.0,tt0376144,Saamy,Saamy,2003.0,2003-05-01,"Action, Drama",150.0,India,Tamil,Hari,Hari,Goldmine Tele Films,"Vikram, Trisha Krishnan, Srinivasa Rao Kota, Vivek, Vijayakumar, Ramesh Khanna, Delhi Ganesh, Ponnambalam, Aachi Manorama, Thyagu, Venniradai Moorthy, Sumithra, Bala Singh, Ilavarasu, Nellai Siva",A cop takes bribes from politicians and goons. He rethinks his life choices after he meets a girl.,7.3,1542.0,,,510000000.0,,1.0,,,,,,,
1916,44115.0,tt0376182,Shaktiman,Shaktiman,1993.0,1993-07-09,"Action, Drama, Romance",155.0,India,Hindi,K.C. Bokadia,K.C. Bokadia,"B.M.B. Combines, Madras","Ajay Devgn, Karisma Kapoor, Mukesh Khanna, Kulbhushan Kharbanda, Parikshit Sahni, Ajit, Gulshan Grover, Mahavir Shah, Tiku Talsania, Anjana Mumtaz, Beena Banerjee, Shashi Kiran","Businessman Rai Bahadur Laxmi Narayan lives a wealthy lifestyle in Bombay along with his wife, Lakshmi. Although they have been married for several years, they have no children. While on a ...",2.5,160.0,,,,,,,,,,,,
1917,44136.0,tt0376787,Naani,Naani,2004.0,2004-05-14,Romance,155.0,India,Telugu,S.J. Suryah,Ganapathi Rao Kommanapalli,Indira Productions,"Mahesh Babu, Ameesha Patel, Ali, Raghu Babu, Brahmanandam, Devayani, Srinivasa Rao Kota, Mehak, Nassar, Raghuvaran, Kiran Rathod, Dharmavarapu Subramanyam, Sudhakar, Suneel, Sanjay Swaroop","Naani is an 8 year old boy who attempts suicide, but is rescued by a scientist who changes his life completely with his invention. The boy had no clue that this will transform his life and teach him how to be a good son, lover and father.",5.2,1101.0,59000000.0,,,,3.0,2.0,,,,,,
1918,44171.0,tt0377127,Dongodu,Dongodu,2003.0,2003-08-08,Comedy,144.0,India,Telugu,Srinivasa Rao Bhimaneni,Bhashyasree,,"Ravi Teja, Kaveri, Ali, Tanikella Bharani, Brahmanandam, Jeeva, M.S. Narayana, Venkateswara Rao Paruchuri, Rajitha, Shakeela, Dharmavarapu Subramanyam, Suneel, Uttej, Rekha Vedavyasa","Watch the full movie, Dongodu, only on Eros Now. Dongodu is a 2003 Indian Telugu film, directed by Bhimaneni Srinivasa Rao and produced by Rushita Sai. The film stars Ravi Teja, Kalyani and...",4.9,102.0,,,472894.0,,,2.0,,,,,,
1919,44172.0,tt0377131,Raghu Romeo,Raghu Romeo,2003.0,2004-06-18,"Comedy, Crime",100.0,India,Hindi,Rajat Kapoor,"Rajat Kapoor, Sanjeev Sharma",Cinematograph,"Vijay Raaz, Maria Goretti, Sadiya Siddiqui, Saurabh Shukla, Virendra Saxena, Vijay Patkar, Surekha Sikri, Ikhlaq Khan, Anjali Nadig, Neha Sharma, Dhruv Uday Singh, Manu Rishi Chadha, Amit Singh Kharbanda, Brijendra Kala, Vijay Kumar",An employee (Vijay Raaz) at a strip club kidnaps his favorite actress (Maria Goretti) to protect her from mob hit men.,6.9,629.0,,,,,7.0,2.0,,,,,,
1920,44175.0,tt0377321,Aasai,Aasai,1995.0,1995,"Drama, Romance, Thriller",145.0,India,Tamil,Vasanth,Sankar Raman,Aalayam Cinema,"Ajith Kumar, Suvalakshmi, Prakash Raj, Rohini, Poornam Vishwanathan, Nizhalgal Ravi, Vadivelu, Pooja Batra, Raju Sundaram, Madhan Bob, Dhamu, Anand Krishnamoorthi, Mayilsamy, Mounika, Mohan V. Raman",A young woman's brother-in-law is infatuated with her and pulls out all the stops to destroy her love affair with another young man.,7.6,886.0,,,,,3.0,,,,,,,
1921,44176.0,tt0377340,Aetbaar,Aetbaar,2004.0,2004-01-23,"Action, Drama, Musical",152.0,India,Hindi,Vikram Bhatt,"Robin Bhatt, Vikram Bhatt",Cutting Edge Entertainment,"Amitabh Bachchan, John Abraham, Bipasha Basu, Supriya Pilgaonkar, Ali Asgar, Shruti Ulfat, Ramona Sunavala, Tom Alter, Sumukhi Pendse, Arun Kannan, Raja Sevak, Dibyendu Bhattacharya, Pramod Moutho, Prithvi Zutshi, Amardeep Jha","A protective father starts digging deeper into the past of his daughter's possessive, unpredictable and violent boyfriend.",4.6,960.0,,,67654.0,,14.0,4.0,,,,,,
1922,44179.0,tt0377445,Balettan,Balettan,2003.0,2003-08-29,"Comedy, Drama",146.0,India,Malayalam,V.M. Vinu,T.A. Shahid,,"Mohanlal, Devayani, Nedumudi Venu, Sudheesh, Riyaz Khan, Jagathi Sreekumar, Harisree Asokan, Nithya Das, Innocent, Indrans, Nandu, Salu Kuttanadu, Kalabhavan Mani, Bhavani, Bhagyalakshmi","Balettan (Mohanlal) is a man who sacrifices to help everyone he can , but when a time in need comes no one is there to help him.",6.3,433.0,,,,,1.0,,,,,,,
1923,44183.0,tt0377575,C.I.D. Moosa,C.I.D. Moosa,2003.0,2003-07-04,"Action, Comedy",160.0,India,Malayalam,Johny Antony,"Siby K. Thomas, Udaykrishnan",,"Dileep, Bhavana, Jagathi Sreekumar, Harisree Asokan, Cochin Hanifa, Oduvil Unnikrishnan, Ashish Vidyarthi, Vijayaraghavan, Salim Kumar, Sharat Saxena, Bindu Panikkar, Sukumari, Captain Raju, Murali, Paravoor Bharathan","The adventures of a private detective CID Moosa, who's luck and wit helps him to solve the cases.",7.5,1162.0,,,,,6.0,,,,,,,
1924,44186.0,tt0377643,Chinthavishtayaya Shyamala,Chinthavishtayaya Shyamala,1998.0,1998,"Comedy, Drama",158.0,India,Malayalam,Sreenivasan,Sreenivasan,Calton Films,"Sreenivasan, Sangeetha, Thilakan, Innocent, Nedumudi Venu, Sudheesh, Siddique, Mammukoya, Augustine, Bhagyalakshmi, James","Story of a wife who has to deal with her lazy, immature and irresponsible husband.",8.0,1343.0,,,,,1.0,,,,,,,
1925,44193.0,tt0377738,Dariya Dil,Dariya Dil,1988.0,1988-01-08,"Drama, Family",146.0,India,Hindi,K. Ravi Shankar,"Gyandev Agnihotri, Amrit Aryan",Shivam Chitrya,"Govinda, Kimi Katkar, Roshni, Raj Kiran, Shoma Anand, Asrani, Gulshan Grover, Seema Deo, Shashi Puri, Shakti Kapoor, Kader Khan, Renu Joshi, Ashok Saxena, Farita Boyce, Jugnu","Chided by his family for being the absolute miser, wealthy industrialist Dhaniram (Kader Khan) loves his money as a mother loves a child. This does not auger well with his two sons, Ajay ...",4.9,171.0,,,,,4.0,2.0,,,,,,
1926,44201.0,tt0377845,Ek Chadar Maili Si,Ek Chadar Maili Si,1986.0,1986-08-28,Drama,133.0,India,Hindi,Sukhwant Dhadda,"Rajinder Singh Bedi, Rajinder Singh Bedi",,"Hema Malini, Rishi Kapoor, Poonam Dhillon, Kulbhushan Kharbanda, Dina Pathak, A.K. Hangal, Adarsh Gautam, Sourabh Shailee, Soni, Gita Siddharth, Tarla Mehta, Shammi, Gopi Bhalla, Neena Cheema, Hemraj Sharma","Rani gets into trouble after the death of her husband, Trilok. Her mother in law all the time curses her. Her family's crises worsens with the arrest of her brother in law, Mangal. Now she ...",7.1,119.0,,,,,3.0,,,,,,,
1927,44208.0,tt0377994,Gramaphone,Gramaphone,2003.0,2003-05-23,"Comedy, Drama, Musical",145.0,India,Malayalam,Kamal,"Kamal, Ikbal Kuttipuram",Sargam,"Dileep, Meera Jasmine, Navya Nair, Oduvil Unnikrishnan, Murali, Janardanan, Bindu Panikkar, Salim Kumar, Revathi, T.P. Madhavan, Kalabhavan Niyas, Jijoy Rajagopalan, Arun Sathyan",Jennifer is the only hope of her family to reach Israel. But for her family she should sacrifice her own love and friendship.,6.6,260.0,,,,,1.0,,,,,,,
1928,44209.0,tt0378025,Hawayein,Hawayein,2003.0,2003-08-22,"Drama, Romance",176.0,India,"Hindi, Punjabi",Amitoj Mann,"Amitoj Mann, Harjit Singh",,"Amitoj Mann, Babbu Mann, Anandee Tripathi, Mukul Dev, Mahie Gill, Tom Alter, Bhupinder Barnala, Mukesh Gautam, Amrik Gill, Harbhajan Jabbal, Ravi Jhankal, Kamini Kaushal, Kulbhushan Kharbanda, Shavinder Mahal, Jassi Makna","Set against the backdrop of the 1984 Sikh genocide, Hawayein is a 2003 film directed by Ammtoje Mann. The film is based on some real-life events and features the impact of Operation ...",6.3,157.0,,409978.0,521260.0,,2.0,,,,,,,
1929,44210.0,tt0378072,Io & tu - Confusione d'amore,Hum Tum,2004.0,2004-05-28,"Comedy, Drama, Romance",142.0,India,"Hindi, English",Kunal Kohli,"Siddharth Anand, Kunal Kohli",Yash Raj Films,"Saif Ali Khan, Rani Mukerji, Kiron Kher, Rati Agnihotri, Rishi Kapoor, Jimmy Sheirgill, Abhishek Bachchan, Isha Koppikar, Shenaz Treasury, Singh Bhupesh, Parinita Seth, Shilpa Mehta, Bomi Kapadia, Gulshan, Vivek Madan",A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.,7.0,12997.0,,796641.0,1878702.0,,44.0,10.0,,,,,,
1930,44227.0,tt0378370,Mizhi Randilum,Mizhi Randilum,2003.0,2003-10-01,"Comedy, Drama",117.0,India,Malayalam,Renjith,Renjith,,"Kavya Madhavan, Dileep, Indrajith Sukumaran, Jagathi Sreekumar, Sukumari, Revathi, Vijayakumari, Narendra Prasad, Janardanan, Kunchan, Shobha Mohan, Kalpana, Zeenath, Augustine, Kulappulli Leela","Bhadra, a nurse, has to look after her family. Due to her brother's debts, she sells her house to Krishnakumar but later, she meets Krishnakumar's sister who offers to help her get the house back.",5.8,139.0,,,,,,,,,,,,
1931,44235.0,tt0378542,Pattanathil Sundaran,Pattanathil Sundaran,2003.0,2003-12-25,"Comedy, Drama",147.0,India,Malayalam,Vipin Mohan,M. Sindhuraj,,"Dileep, Navya Nair, Jagathi Sreekumar, Bindu Panikkar, Augustine, Kaviyoor Ponnamma, Anila, Mammukoya, Cochin Hanifa, Baiju, Salim Kumar, Suresh Krishna, Yamnuna, Jagannathan, Hakim Rawther",Shows the difficulties of a family in which the wife (Navya) works and the husband (Dileep) is left to take care of the house.,4.7,153.0,,,,,,,,,,,,
1932,44237.0,tt0378647,Ramana,Ramana,2002.0,2002-11-04,"Action, Drama",140.0,India,Tamil,A.R. Murugadoss,"A.R. Murugadoss, A.R. Murugadoss",Oscar Films,"Vijayakanth, Simran, Ashima Bhalla, Yugi Sethu, Vijayan, Riyaz Khan, Mukesh Rishi, Ravichandran, Rajesh, U.B.G. Menon, V.Z. Dhorai, Amarasigamani, Mahanadhi Shankar, Pondy Ravi, Anjathe Sridhar","Ramana ,a college professor attempts to end corruption by creating a group called ACF.",8.2,1771.0,,,,,2.0,,,,,,,
1933,44246.0,tt0378826,Swapnakoodu,Swapnakoodu,2003.0,2003-09-05,"Comedy, Drama",160.0,India,Malayalam,Kamal,"Kamal, Ikbal Kuttipuram",,"Prithviraj Sukumaran, Kunchacko Boban, Jayasurya, Meera Jasmine, Bhavana, Kalaranjini, Vijeesh, Cochin Hanifa, Manya, Laila, Sandra Amy, Shafeer Sait","Three college friends, entirely different behaviors, are allowed to live on rent in a lodge ran by a mother, and her two daughters, reluctantly, to sustain daily living.",6.3,540.0,,,,,3.0,,,,,,,
1934,44256.0,tt0378957,Vajram,Vajram,2004.0,2004-04-10,"Action, Drama",122.0,India,Malayalam,"Pappan, Pramod",Dennis Joseph,,"Mammootty, Kousalya, Vasundhara Das, Suresh Krishna, Babu Antony, Kalasala Babu, Mithun Murali, Harisree Asokan, Rajan P. Dev, V.K. Sriraman, Manoj K. Jayan, Master Mithun, Vijay Menon, Tini Tom, Raghu","Vajram is a 2004 Indian Malayalam Flim, directed by Pramod Pappan & produced by Haksar Syed.The flim star Mammootty, Kousalya & Vasundhara Das in lead roles.The music of the film was composed by Ouseppachan & S. P. Venkatesh.",3.1,127.0,,,,,,4.0,,,,,,
1935,44279.0,tt0379370,Maqbool,Maqbool,2003.0,2004-01-30,"Crime, Drama, Thriller",132.0,India,"Hindi, Urdu",Vishal Bhardwaj,"Abbas Tyrewala, Vishal Bhardwaj",Kaleidoscope Entertainment,"Irrfan Khan, Tabu, Pankaj Kapur, Naseeruddin Shah, Om Puri, Piyush Mishra, Masumeh Makhija, Ajay Gehi, Abbas Tyrewala, Deepak Dobriyal, Gyanchand Rikki, Manav Kaushik, Ankur Vikal, Pubali Sanyal, Raj",The intrigue of the Shakespearean tragedy 'Macbeth' is transposed to the Mumbai underworld.,8.1,9173.0,,,,,37.0,20.0,,,,,,
1936,44280.0,tt0379375,Matrubhoomi: A Nation Without Women,Matrubhoomi: A Nation Without Women,2003.0,2005-01-26,Drama,99.0,"France, India",Hindi,Manish Jha,Manish Jha,Diaphana Films,"Tulip Joshi, Sudhir Pandey, Sushant Singh, Pankaj Jha, Piyush Mishra, Vinamra Pancharia, Mukesh Bhatt, Deepak Kumar Bandhu, Sanjay Kumar, Srivas Naidu, Amin Gazi, Chittaranjan Giri, Farooq Sarkari, Rajesh Jais, Latesh Chaudhary",A disturbing saga about male chauvinism and mistreatment of women in India.,7.7,1950.0,,,,,22.0,5.0,,,,,,
1937,44287.0,tt0379504,Shriman Shrimati,Shriman Shrimati,1982.0,1982-03-05,"Comedy, Drama, Family",145.0,India,Hindi,Vijay Reddy,"Raj Baldev Raj, K.S. Rao",Vijaya Productions Pvt. Ltd.,"Sanjeev Kumar, Rakhee Gulzar, Rakesh Roshan, Deepti Naval, Amol Palekar, Sarika, Dheeraj Kumar, Lalita Pawar, A.K. Hangal, Paintal, Kumari Naaz, Ramanamurthy, Leela Mishra, Vijoo, Dinesh Hingoo","A rich and wealthy couple, Shankarlal and Parvati (Sanjeev Kumar & Raakhee) are appalled at the problems of the world, especially in households, so they decide to try and make things right ...",6.6,130.0,,,,,1.0,,,,,,,
1938,44299.0,tt0379818,I - Proud to be an Indian,I - Proud to be an Indian,2004.0,2004-02-13,"Action, Crime, Drama",129.0,"India, UK","Hindi, English",Puneet Sira,"Vekeana Dhillon, Puneet Sira",Jaspreet Singh Walia,"Sohail Khan, Tim Lawrence, Mona Ambegaonkar, Scott Hinds, Phil Jones, Imran Ali Khan, Kulbhushan Kharbanda, Alex Mileman, Zaf Mughal, James Owen, Ian Pead, Tom Sambrook, Jeff Sawyer, Keval Shah, Aashif Sheikh",I is an Indian. He travels to London for a family wedding and finds his family live in fear of the terrorism by National Front Skinheads and finds he has to become involved which escalates the situation.,6.1,506.0,,,,,8.0,1.0,,,,,,
1939,44364.0,tt0381090,Chupke Se,Chupke Se,2003.0,2003-09-12,"Comedy, Musical, Romance",164.0,India,Hindi,Shona Urvashi,"Abbas Tyrewala, Shona Urvashi",PLA Entertainment,"Zulfi Sayed, Masumeh Makhija, Rati Agnihotri, Tinnu Anand, Peeya Rai Chowdhary, Jayant Kripalani, Reema Lagoo, Om Puri, Dilip Prabhavalkar, Kurush Deboo, Raman Lamba","Megha Timghure, a plain-looking middle-class girl, lives with her mom, Laxmi, and dad, who is employed as an an Income Tax Officer. Her desire is to become a model and a beauty queen. At a ...",5.5,111.0,,,133956.0,,3.0,1.0,,,,,,
1940,44378.0,tt0381408,Market,Market,2003.0,2003-09-12,"Drama, Musical",160.0,"India, Pakistan",Hindi,Jayprakkash Shaw,"Miraq Mirza, Arshad Siddiqui",,"Manisha Koirala, Suman Ranganath, Aryan Vaid, Shweta Menon, Makrand Deshpande, Sayaji Shinde, Govind Namdeo, Anuradha, Shri Vallabh Vyas, Pratima Kazmi, Pankaj Berry, Tony Mirrcandani, Anupam Shyam, Govind Khatri, Devashish Saxena","When newly married bride, Neelu, was brought in the brothel by her husband, Appa Rao, on false pretences, Muskaan Bano, a courtesan for several years, also remembered her unfortunate story....",3.6,128.0,,,503266.0,,4.0,1.0,,,,,,
